versao,coorte,dimensao,celula,n,dias,exp_liq,exp_resto,delta,ic_lo,ic_hi,p,holm,julgavel,pf,acerto_pct,pedagio_medio,exp_bruta,soma_r,n_resto,dias_resto
volume_anomaly v1,prospective,mercado,ASTERUSDT,4,1,0.302426,-0.331289,0.633715,nan,nan,nan,0,0,1.727685,50.00,0.281455,0.584296,1.2097,2075,3
volume_anomaly v1,prospective,mercado,ASTRUSDT,2,1,-0.553284,-0.329855,-0.223430,nan,nan,nan,0,0,0.000000,0.00,0.190017,-0.363745,-1.1066,2077,3
volume_anomaly v1,prospective,mercado,ATOMUSDT,14,2,-0.631964,-0.328023,-0.303941,nan,nan,nan,0,0,0.225586,21.43,0.421766,-0.210210,-8.8475,2065,3
volume_anomaly v1,prospective,mercado,AVAAIUSDT,5,1,-0.159735,-0.330480,0.170746,nan,nan,nan,0,0,0.824749,20.00,0.330492,0.170730,-0.7987,2074,3
volume_anomaly v1,prospective,mercado,AVAXUSDT,5,3,0.078026,-0.331053,0.409080,nan,nan,nan,0,0,1.175006,40.00,0.456072,0.536730,0.3901,2074,3
volume_anomaly v1,prospective,mercado,AVNTUSDT,1,1,3.119094,-0.331729,3.450823,nan,nan,nan,0,0,inf,100.00,0.383570,3.515587,3.1191,2078,3
volume_anomaly v1,prospective,mercado,AXSUSDT,1,1,-0.648990,-0.329916,-0.319074,nan,nan,nan,0,0,0.000000,0.00,0.223348,-0.426201,-0.6490,2078,3
volume_anomaly v1,prospective,mercado,BANKUSDT,5,1,0.221037,-0.331398,0.552435,nan,nan,nan,0,0,1.944957,60.00,0.453923,0.676379,1.1052,2074,3
volume_anomaly v1,prospective,mercado,BCHUSDT,10,2,-0.448498,-0.329497,-0.119001,nan,nan,nan,0,0,0.444593,30.00,0.441853,-0.006917,-4.4850,2069,3
volume_anomaly v1,prospective,mercado,BEATUSDT,12,2,-0.752797,-0.327615,-0.425181,nan,nan,nan,0,0,0.167137,8.33,0.305771,-0.445149,-9.0336,2067,3
volume_anomaly v1,prospective,mercado,BICOUSDT,5,2,-0.911804,-0.328667,-0.583137,nan,nan,nan,0,0,0.000000,0.00,0.263096,-0.661057,-4.5590,2074,3
volume_anomaly v1,prospective,mercado,BIGTIMEUSDT,10,2,-0.720429,-0.328183,-0.392246,nan,nan,nan,0,0,0.198855,10.00,0.371850,-0.349151,-7.2043,2069,3
volume_anomaly v1,prospective,mercado,BLESSUSDT,6,2,-0.463680,-0.329683,-0.133998,nan,nan,nan,0,0,0.211249,16.67,0.158343,-0.305219,-2.7821,2073,3
volume_anomaly v1,prospective,mercado,BLUAIUSDT,14,1,0.043051,-0.332599,0.375650,nan,nan,nan,0,0,1.061083,28.57,0.226157,0.276540,0.6027,2065,3
volume_anomaly v1,prospective,mercado,BNBUSDT,5,3,-0.453028,-0.329773,-0.123255,nan,nan,nan,0,0,0.236615,40.00,0.512795,0.060972,-2.2651,2074,3
volume_anomaly v1,prospective,mercado,BOMEUSDT,10,2,0.033663,-0.331828,0.365491,nan,nan,nan,0,0,1.066185,40.00,0.176233,0.210991,0.3366,2069,3
volume_anomaly v1,prospective,mercado,BROCCOLI714USDT,3,1,-0.699360,-0.329536,-0.369824,nan,nan,nan,0,0,0.000000,0.00,0.224386,-0.475584,-2.0981,2076,3
volume_anomaly v1,prospective,mercado,BRUSDT,14,2,-0.391489,-0.329653,-0.061836,nan,nan,nan,0,0,0.412536,21.43,0.157473,-0.232902,-5.4808,2065,3
volume_anomaly v1,prospective,mercado,BTCUSDT,9,2,-0.811383,-0.327977,-0.483406,nan,nan,nan,0,0,0.204762,22.22,0.865185,0.057395,-7.3024,2070,3
volume_anomaly v1,prospective,mercado,BTRUSDT,5,2,-0.014944,-0.330829,0.315885,nan,nan,nan,0,0,0.963698,20.00,0.140501,0.125598,-0.0747,2074,3
volume_anomaly v1,prospective,mercado,BTWUSDT,8,2,-0.108718,-0.330925,0.222207,nan,nan,nan,0,0,0.827254,37.50,0.259195,0.153767,-0.8697,2071,3
volume_anomaly v1,prospective,mercado,BULLAUSDT,3,2,-0.410662,-0.329953,-0.080709,nan,nan,nan,0,0,0.000000,0.00,0.054239,-0.356812,-1.2320,2076,3
volume_anomaly v1,prospective,mercado,BUSDT,11,2,-0.342739,-0.330002,-0.012737,nan,nan,nan,0,0,0.421013,27.27,0.229617,-0.111999,-3.7701,2068,3
volume_anomaly v1,prospective,mercado,CAKEUSDT,7,1,-0.127520,-0.330754,0.203234,nan,nan,nan,0,0,0.746181,28.57,0.330374,0.202859,-0.8926,2072,3
volume_anomaly v1,prospective,mercado,CAPUSDT,17,2,-0.219948,-0.330977,0.111030,nan,nan,nan,0,0,0.543809,35.29,0.185334,-0.034760,-3.7391,2062,3
volume_anomaly v1,prospective,mercado,CATIUSDT,15,2,-0.134807,-0.331489,0.196681,nan,nan,nan,0,0,0.800640,26.67,0.167982,0.033303,-2.0221,2064,3
volume_anomaly v1,prospective,mercado,CCUSDT,14,2,-0.910908,-0.326132,-0.584776,nan,nan,nan,0,0,0.134337,14.29,0.583487,-0.326878,-12.7527,2065,3
volume_anomaly v1,prospective,mercado,CFGUSDT,17,2,-0.489601,-0.328754,-0.160847,nan,nan,nan,0,0,0.388107,23.53,0.195954,-0.304598,-8.3232,2062,3
volume_anomaly v1,prospective,mercado,CHILLGUYUSDT,13,2,0.381293,-0.334546,0.715838,nan,nan,nan,0,0,1.652809,30.77,0.189887,0.571638,4.9568,2066,3
volume_anomaly v1,prospective,mercado,CHIPUSDT,11,2,-0.286084,-0.330303,0.044220,nan,nan,nan,0,0,0.527016,27.27,0.193033,-0.093035,-3.1469,2068,3
volume_anomaly v1,prospective,mercado,CHZUSDT,8,2,-0.425872,-0.329699,-0.096172,nan,nan,nan,0,0,0.456206,37.50,0.444027,0.019503,-3.4070,2071,3
volume_anomaly v1,prospective,mercado,CLOUSDT,10,2,-0.620093,-0.328668,-0.291425,nan,nan,nan,0,0,0.170154,20.00,0.198995,-0.421639,-6.2009,2069,3
volume_anomaly v1,prospective,mercado,COLLECTUSDT,13,2,-0.276060,-0.330409,0.054349,nan,nan,nan,0,0,0.528508,23.08,0.077008,-0.198732,-3.5888,2066,3
volume_anomaly v1,prospective,mercado,COMPUSDT,9,2,-0.367366,-0.329907,-0.037458,nan,nan,nan,0,0,0.419593,33.33,0.395195,0.028823,-3.3063,2070,3
volume_anomaly v1,prospective,mercado,COTIUSDT,12,2,-0.504303,-0.329058,-0.175245,nan,nan,nan,0,0,0.312756,25.00,0.136192,-0.375352,-6.0516,2067,3
volume_anomaly v1,prospective,mercado,CRVUSDT,6,2,-0.037523,-0.330916,0.293393,nan,nan,nan,0,0,0.922242,33.33,0.263939,0.226484,-0.2251,2073,3
volume_anomaly v1,prospective,mercado,CYSUSDT,3,2,0.619479,-0.331442,0.950921,nan,nan,nan,0,0,3.665948,66.67,0.164210,0.784375,1.8584,2076,3
volume_anomaly v1,prospective,mercado,DASHUSDT,4,2,-0.139262,-0.330437,0.191175,nan,nan,nan,0,0,0.678783,50.00,0.112663,-0.024648,-0.5570,2075,3
volume_anomaly v1,prospective,mercado,DEXEUSDT,7,2,-0.265306,-0.330288,0.064982,nan,nan,nan,0,0,0.553223,28.57,0.368048,0.102623,-1.8571,2072,3
volume_anomaly v1,prospective,mercado,DOGEUSDT,4,2,-0.565250,-0.329616,-0.235633,nan,nan,nan,0,0,0.223256,25.00,0.266307,-0.296547,-2.2610,2075,3
volume_anomaly v1,prospective,mercado,DOODUSDT,27,2,0.106724,-0.335817,0.442541,nan,nan,nan,0,0,1.161368,37.04,0.219030,0.326957,2.8815,2052,3
volume_anomaly v1,prospective,mercado,DOSUSDT,4,2,-0.674377,-0.329406,-0.344971,nan,nan,nan,0,0,0.230367,25.00,0.397579,-0.277313,-2.6975,2075,3
volume_anomaly v1,prospective,mercado,DOTUSDT,27,3,-0.384438,-0.329354,-0.055084,nan,nan,nan,0,0,0.442044,29.63,0.275435,-0.109278,-10.3798,2052,3
volume_anomaly v1,prospective,mercado,DUSKUSDT,9,2,0.259123,-0.332631,0.591754,nan,nan,nan,0,0,1.486938,44.44,0.300543,0.560651,2.3321,2070,3
volume_anomaly v1,prospective,mercado,DYDXUSDT,9,2,-0.464799,-0.329484,-0.135315,nan,nan,nan,0,0,0.214748,11.11,0.315443,-0.149695,-4.1832,2070,3
volume_anomaly v1,prospective,mercado,EDENUSDT,1,1,-0.819267,-0.329834,-0.489433,nan,nan,nan,0,0,0.000000,0.00,0.246735,-0.573253,-0.8193,2078,3
volume_anomaly v1,prospective,mercado,EDGEUSDT,8,2,-0.243373,-0.330404,0.087031,nan,nan,nan,0,0,0.441436,0.00,0.144040,-0.096896,-1.9470,2071,3
volume_anomaly v1,prospective,mercado,EGLDUSDT,13,2,-0.386868,-0.329712,-0.057156,nan,nan,nan,0,0,0.405931,15.38,0.343569,-0.042261,-5.0293,2066,3
volume_anomaly v1,prospective,mercado,EIGENUSDT,13,2,-0.588398,-0.328444,-0.259954,nan,nan,nan,0,0,0.246277,23.08,0.286604,-0.302268,-7.6492,2066,3
volume_anomaly v1,prospective,mercado,ENAUSDT,3,1,-0.256006,-0.330177,0.074171,nan,nan,nan,0,0,0.592118,33.33,0.350424,0.094302,-0.7680,2076,3
volume_anomaly v1,prospective,mercado,ENJUSDT,1,1,0.937035,-0.330679,1.267714,nan,nan,nan,0,0,inf,100.00,0.254536,1.192610,0.9370,2078,3
volume_anomaly v1,prospective,mercado,ENSOUSDT,1,1,-0.805296,-0.329841,-0.475455,nan,nan,nan,0,0,0.000000,0.00,0.182297,-0.623732,-0.8053,2078,3
volume_anomaly v1,prospective,mercado,ENSUSDT,9,2,-0.623022,-0.328796,-0.294226,nan,nan,nan,0,0,0.127267,11.11,0.228152,-0.394268,-5.6072,2070,3
volume_anomaly v1,prospective,mercado,EPICUSDT,12,2,0.539796,-0.335120,0.874916,nan,nan,nan,0,0,2.694834,50.00,0.113196,0.654032,6.4776,2067,3
volume_anomaly v1,prospective,mercado,ESPUSDT,3,1,-0.538441,-0.329768,-0.208673,nan,nan,nan,0,0,0.267805,33.33,0.584045,0.045299,-1.6153,2076,3
volume_anomaly v1,prospective,mercado,ETCUSDT,12,2,-0.449075,-0.329379,-0.119696,nan,nan,nan,0,0,0.410160,33.33,0.392983,-0.051087,-5.3889,2067,3
volume_anomaly v1,prospective,mercado,ETHFIUSDT,11,2,-0.632424,-0.328461,-0.303963,nan,nan,nan,0,0,0.098777,9.09,0.284187,-0.348442,-6.9567,2068,3
volume_anomaly v1,prospective,mercado,ETHUSDT,11,2,-1.439750,-0.324167,-1.115583,nan,nan,nan,0,0,0.000000,0.00,0.984826,-0.455823,-15.8373,2068,3
volume_anomaly v1,prospective,mercado,FARTCOINUSDT,7,2,0.861404,-0.334095,1.195499,nan,nan,nan,0,0,6.863491,85.71,0.198912,1.064060,6.0298,2072,3
volume_anomaly v1,prospective,mercado,FETUSDT,11,2,-0.384232,-0.329781,-0.054451,nan,nan,nan,0,0,0.436446,27.27,0.269682,-0.113138,-4.2266,2068,3
volume_anomaly v1,prospective,mercado,FFUSDT,4,1,-0.490296,-0.329761,-0.160535,nan,nan,nan,0,0,0.271585,50.00,0.330338,-0.160316,-1.9612,2075,3
volume_anomaly v1,prospective,mercado,FIDAUSDT,16,2,0.576817,-0.337103,0.913920,nan,nan,nan,0,0,2.312898,43.75,0.230716,0.808203,9.2291,2063,3
volume_anomaly v1,prospective,mercado,FILUSDT,17,2,-0.126491,-0.331748,0.205257,nan,nan,nan,0,0,0.807757,23.53,0.319179,0.192690,-2.1503,2062,3
volume_anomaly v1,prospective,mercado,FLOCKUSDT,14,2,-0.319112,-0.330144,0.011032,nan,nan,nan,0,0,0.371043,14.29,0.063564,-0.255842,-4.4676,2065,3
volume_anomaly v1,prospective,mercado,FORMUSDT,17,3,-0.369915,-0.329741,-0.040174,nan,nan,nan,0,0,0.347139,23.53,0.193514,-0.176431,-6.2886,2062,3
volume_anomaly v1,prospective,mercado,GALAUSDT,9,2,0.112688,-0.331995,0.444682,nan,nan,nan,0,0,1.231071,33.33,0.322646,0.438227,1.0142,2070,3
volume_anomaly v1,prospective,mercado,GIGGLEUSDT,3,2,0.021212,-0.330577,0.351789,nan,nan,nan,0,0,1.069140,33.33,0.282063,0.305325,0.0636,2076,3
volume_anomaly v1,prospective,mercado,GMXUSDT,1,1,1.129283,-0.330772,1.460055,nan,nan,nan,0,0,inf,100.00,0.163335,1.293813,1.1293,2078,3
volume_anomaly v1,prospective,mercado,GOATUSDT,3,1,-0.709282,-0.329522,-0.379760,nan,nan,nan,0,0,0.267569,33.33,0.475930,-0.233871,-2.1278,2076,3
volume_anomaly v1,prospective,mercado,GRAMUSDT,9,2,-0.908423,-0.327555,-0.580868,nan,nan,nan,0,0,0.247505,22.22,0.817256,-0.090426,-8.1758,2070,3
volume_anomaly v1,prospective,mercado,GRTUSDT,16,2,-0.365632,-0.329794,-0.035839,nan,nan,nan,0,0,0.476361,25.00,0.231999,-0.133907,-5.8501,2063,3
volume_anomaly v1,prospective,mercado,GRVTUSDT,5,1,0.122747,-0.331161,0.453908,nan,nan,nan,0,0,1.135406,20.00,0.436095,0.559139,0.6137,2074,3
volume_anomaly v1,prospective,mercado,GWEIUSDT,1,1,-0.936330,-0.329778,-0.606552,nan,nan,nan,0,0,0.000000,0.00,0.227163,-0.710013,-0.9363,2078,3
volume_anomaly v1,prospective,mercado,HANAUSDT,12,1,-0.293344,-0.330283,0.036938,nan,nan,nan,0,0,0.615782,16.67,0.315434,0.021922,-3.5201,2067,3
volume_anomaly v1,prospective,mercado,HBARUSDT,8,2,-0.331045,-0.330066,-0.000980,nan,nan,nan,0,0,0.518265,25.00,0.406494,0.078104,-2.6484,2071,3
volume_anomaly v1,prospective,mercado,HEMIUSDT,7,2,-0.824923,-0.328398,-0.496525,nan,nan,nan,0,0,0.000000,0.00,0.076497,-0.749221,-5.7745,2072,3
volume_anomaly v1,prospective,mercado,HOMEUSDT,1,1,0.585947,-0.330510,0.916457,nan,nan,nan,0,0,inf,100.00,0.335461,0.918673,0.5859,2078,3
volume_anomaly v1,prospective,mercado,HYPEUSDT,6,2,-0.936915,-0.328313,-0.608602,nan,nan,nan,0,0,0.000000,0.00,0.400932,-0.535223,-5.6215,2073,3
volume_anomaly v1,prospective,mercado,ICPUSDT,13,2,-0.075622,-0.331671,0.256049,nan,nan,nan,0,0,0.846426,46.15,0.217959,0.142349,-0.9831,2066,3
volume_anomaly v1,prospective,mercado,INJUSDT,16,2,0.138755,-0.333706,0.472461,nan,nan,nan,0,0,1.358661,43.75,0.194355,0.333327,2.2201,2063,3
volume_anomaly v1,prospective,mercado,IOSTUSDT,28,3,-0.009642,-0.334444,0.324802,nan,nan,nan,0,0,0.983708,39.29,0.161845,0.152760,-0.2700,2051,3
volume_anomaly v1,prospective,mercado,IOTAUSDT,3,2,-0.509994,-0.329810,-0.180184,nan,nan,nan,0,0,0.194933,0.00,0.246190,-0.264216,-1.5300,2076,3
volume_anomaly v1,prospective,mercado,IOUSDT,6,2,-0.560681,-0.329402,-0.231279,nan,nan,nan,0,0,0.238258,16.67,0.235193,-0.325955,-3.3641,2073,3
volume_anomaly v1,prospective,mercado,JASMYUSDT,12,2,-0.032043,-0.331800,0.299756,nan,nan,nan,0,0,0.932469,41.67,0.312590,0.279047,-0.3845,2067,3
volume_anomaly v1,prospective,mercado,JSTUSDT,2,2,-1.072176,-0.329355,-0.742822,nan,nan,nan,0,0,0.000000,0.00,0.369127,-0.703974,-2.1444,2077,3
volume_anomaly v1,prospective,mercado,JTOUSDT,15,2,-0.311840,-0.330202,0.018362,nan,nan,nan,0,0,0.516033,26.67,0.252015,-0.059016,-4.6776,2064,3
volume_anomaly v1,prospective,mercado,JUPUSDT,23,2,-0.311040,-0.330282,0.019242,nan,nan,nan,0,0,0.572267,26.09,0.330910,0.020067,-7.1539,2056,3
volume_anomaly v1,prospective,mercado,KAITOUSDT,9,3,-0.430812,-0.329632,-0.101180,nan,nan,nan,0,0,0.429163,33.33,0.476175,0.048326,-3.8773,2070,3
volume_anomaly v1,prospective,mercado,KASUSDT,23,2,0.174333,-0.335712,0.510045,nan,nan,nan,0,0,1.232746,26.09,0.255970,0.432299,4.0097,2056,3
volume_anomaly v1,prospective,mercado,KAVAUSDT,15,3,-0.629441,-0.327894,-0.301547,nan,nan,nan,0,0,0.338281,26.67,0.527857,-0.102002,-9.4416,2064,3
volume_anomaly v1,prospective,mercado,KITEUSDT,5,2,-0.246811,-0.330270,0.083459,nan,nan,nan,0,0,0.426650,20.00,0.199772,-0.047206,-1.2341,2074,3
volume_anomaly v1,prospective,mercado,KOMAUSDT,10,2,-0.628247,-0.328628,-0.299618,nan,nan,nan,0,0,0.119921,10.00,0.152413,-0.475894,-6.2825,2069,3
volume_anomaly v1,prospective,mercado,LABUSDT,4,2,-0.308999,-0.330110,0.021111,nan,nan,nan,0,0,0.408275,25.00,0.276050,-0.025951,-1.2360,2075,3
volume_anomaly v1,prospective,mercado,LAUSDT,4,2,-0.329893,-0.330070,0.000177,nan,nan,nan,0,0,0.403724,25.00,0.301590,-0.045694,-1.3196,2075,3
volume_anomaly v1,prospective,mercado,LAYERUSDT,12,1,-0.909243,-0.326707,-0.582536,nan,nan,nan,0,0,0.055309,0.00,0.301997,-0.610458,-10.9109,2067,3
volume_anomaly v1,prospective,mercado,LDOUSDT,7,2,0.425333,-0.332622,0.757955,nan,nan,nan,0,0,2.720752,57.14,0.221569,0.648045,2.9773,2072,3
volume_anomaly v1,prospective,mercado,LINKUSDT,12,2,0.235879,-0.333355,0.569234,nan,nan,nan,0,0,1.596587,50.00,0.250556,0.489467,2.8305,2067,3
volume_anomaly v1,prospective,mercado,LITUSDT,9,3,-0.342171,-0.330017,-0.012154,nan,nan,nan,0,0,0.186334,22.22,0.193657,-0.148543,-3.0795,2070,3
volume_anomaly v1,prospective,mercado,LTCUSDT,12,2,-0.738164,-0.327700,-0.410464,nan,nan,nan,0,0,0.097723,16.67,0.391047,-0.346176,-8.8580,2067,3
volume_anomaly v1,prospective,mercado,LUNA2USDT,9,1,-0.478786,-0.329423,-0.149363,nan,nan,nan,0,0,0.292948,11.11,0.243287,-0.234520,-4.3091,2070,3
volume_anomaly v1,prospective,mercado,MAGMAUSDT,1,1,-1.058200,-0.329719,-0.728481,nan,nan,nan,0,0,0.000000,0.00,0.081685,-0.975509,-1.0582,2078,3
volume_anomaly v1,prospective,mercado,MARSCOINUSDT,1,1,-1.049487,-0.329723,-0.719764,nan,nan,nan,0,0,0.000000,0.00,0.072137,-0.978372,-1.0495,2078,3
volume_anomaly v1,prospective,mercado,METISUSDT,19,1,0.154955,-0.334543,0.489498,nan,nan,nan,0,0,1.217219,21.05,0.228071,0.383364,2.9441,2060,3
volume_anomaly v1,prospective,mercado,METUSDT,18,2,-0.546670,-0.328178,-0.218492,nan,nan,nan,0,0,0.305712,16.67,0.251918,-0.294908,-9.8401,2061,3
volume_anomaly v1,prospective,mercado,MINAUSDT,6,1,0.269485,-0.331805,0.601290,nan,nan,nan,0,0,1.593774,50.00,0.225016,0.484628,1.6169,2073,3
volume_anomaly v1,prospective,mercado,MITOUSDT,5,3,-0.225043,-0.330323,0.105279,nan,nan,nan,0,0,0.571234,40.00,0.293201,0.068900,-1.1252,2074,3
volume_anomaly v1,prospective,mercado,MONUSDT,14,2,-0.462757,-0.329170,-0.133587,nan,nan,nan,0,0,0.354790,21.43,0.345827,-0.116976,-6.4786,2065,3
volume_anomaly v1,prospective,mercado,MOODENGUSDT,6,3,0.285637,-0.331852,0.617489,nan,nan,nan,0,0,1.688459,50.00,0.240259,0.528159,1.7138,2073,3
volume_anomaly v1,prospective,mercado,MORPHOUSDT,12,2,-0.833941,-0.327144,-0.506797,nan,nan,nan,0,0,0.090687,8.33,0.518362,-0.315416,-10.0073,2067,3
volume_anomaly v1,prospective,mercado,MUBARAKUSDT,2,1,0.777800,-0.331136,1.108936,nan,nan,nan,0,0,3.684636,0.00,0.224453,1.003121,1.5556,2077,3
volume_anomaly v1,prospective,mercado,NAORISUSDT,16,1,0.064468,-0.333129,0.397598,nan,nan,nan,0,0,1.131698,37.50,0.096261,0.162413,1.0315,2063,3
volume_anomaly v1,prospective,mercado,NEARUSDT,8,2,-0.400109,-0.329799,-0.070310,nan,nan,nan,0,0,0.427831,25.00,0.174105,-0.225939,-3.2009,2071,3
volume_anomaly v1,prospective,mercado,NEIROUSDT,8,2,-0.568496,-0.329149,-0.239347,nan,nan,nan,0,0,0.313160,25.00,0.383365,-0.183818,-4.5480,2071,3
volume_anomaly v1,prospective,mercado,NIGHTUSDT,6,2,-0.963050,-0.328237,-0.634812,nan,nan,nan,0,0,0.000000,0.00,0.266039,-0.697868,-5.7783,2073,3
volume_anomaly v1,prospective,mercado,NILUSDT,2,1,-0.347226,-0.330053,-0.017173,nan,nan,nan,0,0,0.386359,50.00,0.164055,-0.181162,-0.6945,2077,3
volume_anomaly v1,prospective,mercado,NOMUSDT,3,1,0.424692,-0.331160,0.755852,nan,nan,nan,0,0,2.192609,66.67,0.086607,0.511758,1.2741,2076,3
volume_anomaly v1,prospective,mercado,ONDOUSDT,8,2,-0.702255,-0.328632,-0.373623,nan,nan,nan,0,0,0.163092,25.00,0.323981,-0.378415,-5.6180,2071,3
volume_anomaly v1,prospective,mercado,ONGUSDT,5,2,-0.053142,-0.330737,0.277596,nan,nan,nan,0,0,0.907412,40.00,0.205569,0.034677,-0.2657,2074,3
volume_anomaly v1,prospective,mercado,ONUSDT,5,1,-1.040171,-0.328358,-0.711814,nan,nan,nan,0,0,0.000000,0.00,0.234317,-0.806802,-5.2009,2074,3
volume_anomaly v1,prospective,mercado,OPUSDT,5,2,-0.787502,-0.328967,-0.458535,nan,nan,nan,0,0,0.000000,0.00,0.216445,-0.571766,-3.9375,2074,3
volume_anomaly v1,prospective,mercado,ORCAUSDT,28,2,-0.195286,-0.331910,0.136623,nan,nan,nan,0,0,0.709567,21.43,0.236069,0.019914,-5.4680,2051,3
volume_anomaly v1,prospective,mercado,ORDIUSDT,13,2,-0.691841,-0.327793,-0.364048,nan,nan,nan,0,0,0.146114,15.38,0.328347,-0.364055,-8.9939,2066,3
volume_anomaly v1,prospective,mercado,PAXGUSDT,18,3,-1.389360,-0.320818,-1.068542,nan,nan,nan,0,0,0.040685,38.89,1.667657,0.277575,-25.0085,2061,3
volume_anomaly v1,prospective,mercado,PENDLEUSDT,16,2,-0.354109,-0.329883,-0.024226,nan,nan,nan,0,0,0.469406,31.25,0.312856,-0.040748,-5.6657,2063,3
volume_anomaly v1,prospective,mercado,PENGUUSDT,7,2,-0.349715,-0.330003,-0.019712,nan,nan,nan,0,0,0.437219,28.57,0.278816,-0.070854,-2.4480,2072,3
volume_anomaly v1,prospective,mercado,PEOPLEUSDT,4,1,0.184339,-0.331061,0.515400,nan,nan,nan,0,0,1.542133,50.00,0.290572,0.472382,0.7374,2075,3
volume_anomaly v1,prospective,mercado,PHAROSUSDT,14,1,-0.377143,-0.329750,-0.047393,nan,nan,nan,0,0,0.423874,14.29,0.298860,-0.077089,-5.2800,2065,3
volume_anomaly v1,prospective,mercado,PHAUSDT,12,2,-0.557675,-0.328748,-0.228927,nan,nan,nan,0,0,0.276354,16.67,0.275108,-0.282170,-6.6921,2067,3
volume_anomaly v1,prospective,mercado,PIEVERSEUSDT,19,2,0.017255,-0.333273,0.350528,nan,nan,nan,0,0,1.029881,31.58,0.200531,0.219607,0.3278,2060,3
volume_anomaly v1,prospective,mercado,PLAYUSDT,4,1,-0.487006,-0.329767,-0.157239,nan,nan,nan,0,0,0.056863,0.00,0.094034,-0.392979,-1.9480,2075,3
volume_anomaly v1,prospective,mercado,PLUMEUSDT,2,1,-1.285360,-0.329150,-0.956210,nan,nan,nan,0,0,0.000000,0.00,0.409156,-0.877327,-2.5707,2077,3
volume_anomaly v1,prospective,mercado,PNUTUSDT,5,2,-0.691484,-0.329198,-0.362286,nan,nan,nan,0,0,0.161058,20.00,0.361034,-0.329938,-3.4574,2074,3
volume_anomaly v1,prospective,mercado,POLUSDT,11,2,-0.596794,-0.328651,-0.268143,nan,nan,nan,0,0,0.290117,18.18,0.425405,-0.173033,-6.5647,2068,3
volume_anomaly v1,prospective,mercado,PONSUSDT,4,1,0.021761,-0.330748,0.352509,nan,nan,nan,0,0,1.040585,50.00,0.072720,0.098576,0.0870,2075,3
volume_anomaly v1,prospective,mercado,PRLUSDT,5,1,-0.920177,-0.328647,-0.591530,nan,nan,nan,0,0,0.000000,0.00,0.216764,-0.704247,-4.6009,2074,3
volume_anomaly v1,prospective,mercado,PROMUSDT,8,2,-0.208802,-0.330538,0.121736,nan,nan,nan,0,0,0.671974,25.00,0.198952,-0.009571,-1.6704,2071,3
volume_anomaly v1,prospective,mercado,PTBUSDT,4,1,-0.309663,-0.330109,0.020445,nan,nan,nan,0,0,0.489920,25.00,0.335101,0.030146,-1.2387,2075,3
volume_anomaly v1,prospective,mercado,PUMPUSDT,10,2,-0.075852,-0.331298,0.255447,nan,nan,nan,0,0,0.859275,30.00,0.168321,0.092461,-0.7585,2069,3
volume_anomaly v1,prospective,mercado,PYTHUSDT,6,2,-0.975001,-0.328203,-0.646798,nan,nan,nan,0,0,0.000000,0.00,0.297993,-0.676420,-5.8500,2073,3
volume_anomaly v1,prospective,mercado,QUSDT,10,2,-0.735925,-0.328108,-0.407817,nan,nan,nan,0,0,0.089425,10.00,0.159545,-0.577053,-7.3592,2069,3
volume_anomaly v1,prospective,mercado,RAYSOLUSDT,21,1,-0.201949,-0.331377,0.129428,nan,nan,nan,0,0,0.684604,23.81,0.174469,-0.027463,-4.2409,2058,3
volume_anomaly v1,prospective,mercado,RENDERUSDT,17,2,-0.886890,-0.325479,-0.561411,nan,nan,nan,0,0,0.096080,11.76,0.374100,-0.513111,-15.0771,2062,3
volume_anomaly v1,prospective,mercado,REUSDT,8,2,-0.965862,-0.327614,-0.638248,nan,nan,nan,0,0,0.000000,0.00,0.336097,-0.630596,-7.7269,2071,3
volume_anomaly v1,prospective,mercado,REZUSDT,5,1,-0.775933,-0.328995,-0.446939,nan,nan,nan,0,0,0.000000,0.00,0.242227,-0.534385,-3.8797,2074,3
volume_anomaly v1,prospective,mercado,RIVERUSDT,4,1,-0.683936,-0.329387,-0.354549,nan,nan,nan,0,0,0.200656,25.00,0.231290,-0.453237,-2.7357,2075,3
volume_anomaly v1,prospective,mercado,ROBOUSDT,3,1,-0.685230,-0.329556,-0.355674,nan,nan,nan,0,0,0.000000,0.00,0.373120,-0.312647,-2.0557,2076,3
volume_anomaly v1,prospective,mercado,ROSEUSDT,12,1,0.462971,-0.334674,0.797645,nan,nan,nan,0,0,1.945398,50.00,0.244713,0.708246,5.5557,2067,3
volume_anomaly v1,prospective,mercado,SAHARAUSDT,8,2,-0.908011,-0.327837,-0.580174,nan,nan,nan,0,0,0.001132,0.00,0.494042,-0.413840,-7.2641,2071,3
volume_anomaly v1,prospective,mercado,SANDUSDT,12,2,-1.810993,-0.321472,-1.489521,nan,nan,nan,0,0,0.075456,25.00,2.041433,0.229986,-21.7319,2067,3
volume_anomaly v1,prospective,mercado,SEIUSDT,11,2,-0.638729,-0.328428,-0.310301,nan,nan,nan,0,0,0.208267,18.18,0.397598,-0.241611,-7.0260,2068,3
volume_anomaly v1,prospective,mercado,SENTUSDT,2,1,-0.192995,-0.330202,0.137206,nan,nan,nan,0,0,0.500263,50.00,0.186835,-0.004482,-0.3860,2077,3
volume_anomaly v1,prospective,mercado,SIGNUSDT,1,1,-0.600055,-0.329940,-0.270115,nan,nan,nan,0,0,0.000000,0.00,0.230443,-0.370120,-0.6001,2078,3
