versao,coorte,dimensao,celula,n,dias,exp_liq,exp_resto,delta,ic_lo,ic_hi,p,holm,julgavel,pf,acerto_pct,pedagio_medio,exp_bruta,soma_r,n_resto,dias_resto
momentum v2,prospective,mercado,PUMPUSDT,1,1,-1.089882,-0.221336,-0.868546,nan,nan,nan,0,0,0.000000,0.00,0.129853,-0.961068,-1.0899,358,1
momentum v2,prospective,mercado,PYTHUSDT,2,1,-0.770199,-0.220694,-0.549505,nan,nan,nan,0,0,0.000000,0.00,0.179047,-0.589851,-1.5404,357,1
momentum v2,prospective,mercado,QUSDT,2,1,-0.030666,-0.224837,0.194171,nan,nan,nan,0,0,0.946417,50.00,0.179166,0.158379,-0.0613,357,1
momentum v2,prospective,mercado,RAYSOLUSDT,2,1,-0.185118,-0.223972,0.038853,nan,nan,nan,0,0,0.655187,50.00,0.103952,-0.081310,-0.3702,357,1
momentum v2,prospective,mercado,RENDERUSDT,1,1,-0.784056,-0.222190,-0.561866,nan,nan,nan,0,0,0.000000,0.00,0.169687,-0.610817,-0.7841,358,1
momentum v2,prospective,mercado,REUSDT,2,1,0.251696,-0.226419,0.478115,nan,nan,nan,0,0,2.199693,50.00,0.152892,0.406508,0.5034,357,1
momentum v2,prospective,mercado,RIVERUSDT,3,1,-0.397723,-0.222289,-0.175434,nan,nan,nan,0,0,0.301124,33.33,0.106871,-0.286404,-1.1932,356,1
momentum v2,prospective,mercado,ROBOUSDT,1,1,1.077311,-0.227390,1.304701,nan,nan,nan,0,0,inf,100.00,0.202056,1.280526,1.0773,358,1
momentum v2,prospective,mercado,SAHARAUSDT,1,1,0.846891,-0.226746,1.073637,nan,nan,nan,0,0,inf,100.00,0.195610,1.043426,0.8469,358,1
momentum v2,prospective,mercado,SANDUSDT,1,1,-1.167935,-0.221118,-0.946817,nan,nan,nan,0,0,0.000000,0.00,0.250940,-0.924763,-1.1679,358,1
momentum v2,prospective,mercado,SCRUSDT,1,1,-1.037249,-0.221483,-0.815766,nan,nan,nan,0,0,0.000000,0.00,0.054651,-0.983615,-1.0372,358,1
momentum v2,prospective,mercado,SEIUSDT,3,1,0.077949,-0.226298,0.304247,nan,nan,nan,0,0,1.211468,66.67,0.158103,0.238570,0.2338,356,1
momentum v2,prospective,mercado,SENTUSDT,1,1,1.174480,-0.227661,1.402141,nan,nan,nan,0,0,inf,100.00,0.130768,1.309765,1.1745,358,1
momentum v2,prospective,mercado,SIRENUSDT,2,1,-0.215281,-0.223803,0.008522,nan,nan,nan,0,0,0.630450,50.00,0.185202,-0.030220,-0.4306,357,1
momentum v2,prospective,mercado,SKRUSDT,3,1,-0.685498,-0.219864,-0.465634,nan,nan,nan,0,0,0.000000,0.00,0.107414,-0.578728,-2.0565,356,1
momentum v2,prospective,mercado,SOLUSDT,2,1,-0.148537,-0.224177,0.075640,nan,nan,nan,0,0,0.755631,50.00,0.314088,0.167438,-0.2971,357,1
momentum v2,prospective,mercado,SOLVUSDT,1,1,1.514399,-0.228611,1.743010,nan,nan,nan,0,0,inf,100.00,0.087153,1.603103,1.5144,358,1
momentum v2,prospective,mercado,SOPHUSDT,1,1,0.845261,-0.226742,1.072003,nan,nan,nan,0,0,inf,100.00,0.026328,0.872445,0.8453,358,1
momentum v2,prospective,mercado,SPXUSDT,1,1,0.822434,-0.226678,1.049112,nan,nan,nan,0,0,inf,100.00,0.158411,0.981731,0.8224,358,1
momentum v2,prospective,mercado,STRKUSDT,2,1,-0.224745,-0.223750,-0.000995,nan,nan,nan,0,0,0.585763,50.00,0.132334,-0.092584,-0.4495,357,1
momentum v2,prospective,mercado,STXUSDT,2,1,-0.239567,-0.223667,-0.015901,nan,nan,nan,0,0,0.562571,50.00,0.255687,0.015982,-0.4791,357,1
momentum v2,prospective,mercado,SUIUSDT,3,1,-0.651759,-0.220149,-0.431610,nan,nan,nan,0,0,0.000000,0.00,0.142635,-0.507851,-1.9553,356,1
momentum v2,prospective,mercado,SUSHIUSDT,2,1,-0.820120,-0.220414,-0.599705,nan,nan,nan,0,0,0.000000,0.00,0.110206,-0.710690,-1.6402,357,1
momentum v2,prospective,mercado,SYRUPUSDT,2,1,-0.687285,-0.221159,-0.466127,nan,nan,nan,0,0,0.000000,0.00,0.107655,-0.580276,-1.3746,357,1
momentum v2,prospective,mercado,TAOUSDT,2,1,0.845636,-0.229746,1.075383,nan,nan,nan,0,0,inf,100.00,0.159870,1.008243,1.6913,357,1
momentum v2,prospective,mercado,TRIAUSDT,2,1,-0.603390,-0.221629,-0.381761,nan,nan,nan,0,0,0.000000,0.00,0.121334,-0.482612,-1.2068,357,1
momentum v2,prospective,mercado,TSTUSDT,3,1,-0.970808,-0.217460,-0.753348,nan,nan,nan,0,0,0.000000,0.00,0.200388,-0.770142,-2.9124,356,1
momentum v2,prospective,mercado,TUTUSDT,2,1,-0.332120,-0.223148,-0.108971,nan,nan,nan,0,0,0.404918,50.00,0.126937,-0.205465,-0.6642,357,1
momentum v2,prospective,mercado,UAIUSDT,1,1,0.478646,-0.225717,0.704363,nan,nan,nan,0,0,inf,100.00,0.044722,0.523865,0.4786,358,1
momentum v2,prospective,mercado,UNIUSDT,1,1,-0.873994,-0.221939,-0.652055,nan,nan,nan,0,0,0.000000,0.00,0.102028,-0.772800,-0.8740,358,1
momentum v2,prospective,mercado,USELESSUSDT,5,1,0.162296,-0.229208,0.391505,nan,nan,nan,0,0,1.579431,60.00,0.044486,0.206962,0.8115,354,1
momentum v2,prospective,mercado,VELODROMEUSDT,1,1,-0.549796,-0.222845,-0.326951,nan,nan,nan,0,0,0.000000,0.00,0.084594,-0.465718,-0.5498,358,1
momentum v2,prospective,mercado,VELVETUSDT,3,1,-0.244427,-0.223581,-0.020846,nan,nan,nan,0,0,0.458607,33.33,0.114433,-0.123691,-0.7333,356,1
momentum v2,prospective,mercado,VETUSDT,9,1,-0.055393,-0.228085,0.172691,nan,nan,nan,0,0,0.855204,33.33,0.150194,0.094806,-0.4985,350,1
momentum v2,prospective,mercado,VIRTUALUSDT,1,1,-0.743044,-0.222305,-0.520739,nan,nan,nan,0,0,0.000000,0.00,0.142217,-0.601513,-0.7430,358,1
momentum v2,prospective,mercado,VVVUSDT,6,1,0.130739,-0.229781,0.360520,nan,nan,nan,0,0,1.481602,66.67,0.087923,0.220209,0.7844,353,1
momentum v2,prospective,mercado,WIFUSDT,2,1,-1.125282,-0.218705,-0.906578,nan,nan,nan,0,0,0.000000,0.00,0.176986,-0.946936,-2.2506,357,1
momentum v2,prospective,mercado,WLDUSDT,1,1,-1.056098,-0.221430,-0.834668,nan,nan,nan,0,0,0.000000,0.00,0.076185,-0.977158,-1.0561,358,1
momentum v2,prospective,mercado,XANUSDT,1,1,-0.446980,-0.223132,-0.223848,nan,nan,nan,0,0,0.000000,0.00,0.046942,-0.400467,-0.4470,358,1
momentum v2,prospective,mercado,XLMUSDT,1,1,-0.724644,-0.222356,-0.502288,nan,nan,nan,0,0,0.000000,0.00,0.165085,-0.560218,-0.7246,358,1
momentum v2,prospective,mercado,XMRUSDT,1,1,-1.123583,-0.221242,-0.902341,nan,nan,nan,0,0,0.000000,0.00,0.178005,-0.946630,-1.1236,358,1
momentum v2,prospective,mercado,XPLUSDT,3,1,0.251936,-0.227764,0.479700,nan,nan,nan,0,0,2.892013,66.67,0.096992,0.350008,0.7558,356,1
momentum v2,prospective,mercado,XRPUSDT,5,1,-0.274818,-0.223034,-0.051784,nan,nan,nan,0,0,0.499539,40.00,0.238093,-0.036905,-1.3741,354,1
momentum v2,prospective,mercado,XVGUSDT,1,1,-0.894000,-0.221883,-0.672117,nan,nan,nan,0,0,0.000000,0.00,0.133647,-0.761193,-0.8940,358,1
momentum v2,prospective,mercado,YBUSDT,2,1,-1.079638,-0.218961,-0.860677,nan,nan,nan,0,0,0.000000,0.00,0.113453,-0.965985,-2.1593,357,1
momentum v2,prospective,mercado,ZAMAUSDT,1,1,-1.128724,-0.221228,-0.907496,nan,nan,nan,0,0,0.000000,0.00,0.185352,-0.944428,-1.1287,358,1
momentum v2,prospective,mercado,ZECUSDT,3,1,0.179735,-0.227156,0.406891,nan,nan,nan,0,0,1.479304,66.67,0.142333,0.320426,0.5392,356,1
momentum v2,prospective,mercado,ZENUSDT,4,1,-0.311094,-0.222771,-0.088322,nan,nan,nan,0,0,0.340403,25.00,0.127407,-0.183947,-1.2444,355,1
momentum v2,prospective,mercado,ZILUSDT,1,1,-0.889465,-0.221896,-0.667569,nan,nan,nan,0,0,0.000000,0.00,0.118471,-0.771837,-0.8895,358,1
momentum v2,prospective,mercado,ZKCUSDT,2,1,-0.603954,-0.221625,-0.382328,nan,nan,nan,0,0,0.000000,0.00,0.159400,-0.445094,-1.2079,357,1
momentum v2,prospective,mercado,ZKUSDT,1,1,0.427095,-0.225573,0.652668,nan,nan,nan,0,0,inf,100.00,0.126409,0.557149,0.4271,358,1
momentum v2,prospective,mercado,ZORAUSDT,2,1,-0.221570,-0.223768,0.002198,nan,nan,nan,0,0,0.583183,50.00,0.100149,-0.121603,-0.4431,357,1
momentum v2,prospective,mercado,ZROUSDT,2,1,-0.733665,-0.220899,-0.512767,nan,nan,nan,0,0,0.000000,0.00,0.133723,-0.598909,-1.4673,357,1
momentum v2,prospective,mercado,哈基米USDT,3,1,0.015883,-0.225775,0.241658,nan,nan,nan,0,0,1.066950,33.33,0.040519,0.056434,0.0476,356,1
momentum v2,prospective,mercado,牛来USDT,2,1,0.774436,-0.229348,1.003783,nan,nan,nan,0,0,inf,100.00,0.038371,0.813597,1.5489,357,1
momentum v2,prospective,mercado,龙虾USDT,1,1,-0.999592,-0.221588,-0.778004,nan,nan,nan,0,0,0.000000,0.00,0.054924,-0.950145,-0.9996,358,1
momentum v2,prospective,hora,01h BRT (04h UTC),8,1,0.131476,-0.231852,0.363328,nan,nan,nan,0,0,1.364522,50.00,0.104784,0.236434,1.0518,351,1
momentum v2,prospective,hora,10h BRT (13h UTC),11,1,-0.391298,-0.218460,-0.172839,nan,nan,nan,0,0,0.268386,18.18,0.142552,-0.249081,-4.3043,348,1
momentum v2,prospective,hora,11h BRT (14h UTC),25,1,0.347287,-0.266498,0.613785,nan,nan,nan,0,0,2.600165,72.00,0.127484,0.475626,8.6822,334,1
momentum v2,prospective,hora,14h BRT (17h UTC),8,1,-0.267518,-0.222758,-0.044760,nan,nan,nan,0,0,0.410445,25.00,0.118438,-0.149301,-2.1401,351,1
momentum v2,prospective,hora,15h BRT (18h UTC),13,1,-0.559459,-0.211142,-0.348317,nan,nan,nan,0,0,0.107368,7.69,0.135510,-0.424272,-7.2730,346,1
