symbol,tf,ts,n_linhas,dist_sup,dist_res
BNBUSDT,15m,2026-08-11T12:45:00+00:00,6,6.212383,7.765186
BNBUSDT,15m,2026-08-11T13:00:00+00:00,6,6.147428,7.979578
BNBUSDT,15m,2026-08-11T13:15:00+00:00,4,8.510607,7.638251
BNBUSDT,15m,2026-08-11T13:30:00+00:00,3,7.018029,7.695461
BNBUSDT,15m,2026-08-11T13:45:00+00:00,4,7.402695,6.957718
BNBUSDT,15m,2026-08-11T14:00:00+00:00,4,7.235901,6.715667
BNBUSDT,15m,2026-08-11T14:15:00+00:00,4,6.910735,6.653574
BNBUSDT,15m,2026-08-11T14:30:00+00:00,4,7.161179,6.386834
BNBUSDT,15m,2026-08-11T14:45:00+00:00,4,4.026585,5.722931
BNBUSDT,15m,2026-08-11T15:00:00+00:00,3,4.427564,4.150075
BNBUSDT,15m,2026-08-11T15:15:00+00:00,3,4.895116,4.821204
BNBUSDT,15m,2026-08-11T15:30:00+00:00,3,3.408536,4.168628
BNBUSDT,15m,2026-08-11T15:45:00+00:00,3,3.706138,3.756177
BNBUSDT,15m,2026-08-11T16:00:00+00:00,3,4.497351,4.393911
BNBUSDT,15m,2026-08-11T16:15:00+00:00,3,5.256443,4.751326
BNBUSDT,15m,2026-08-11T16:30:00+00:00,5,2.925414,4.945700
BNBUSDT,15m,2026-08-11T16:45:00+00:00,4,2.996356,5.155641
BNBUSDT,15m,2026-08-11T17:00:00+00:00,4,3.111995,5.594495
BNBUSDT,15m,2026-08-11T17:15:00+00:00,4,3.502203,5.784992
BNBUSDT,15m,2026-08-11T17:30:00+00:00,4,3.557940,5.984308
BNBUSDT,15m,2026-08-11T17:45:00+00:00,4,3.771886,6.395842
BNBUSDT,15m,2026-08-11T18:00:00+00:00,4,3.831905,6.334215
BNBUSDT,15m,2026-08-11T18:15:00+00:00,2,9.455744,6.634866
BNBUSDT,15m,2026-08-11T18:30:00+00:00,2,9.289374,5.652953
BNBUSDT,15m,2026-08-11T18:45:00+00:00,2,10.275189,6.323193
BNBUSDT,15m,2026-08-11T19:00:00+00:00,2,10.584302,6.419031
BNBUSDT,15m,2026-08-11T19:15:00+00:00,3,0.253374,6.558926
BNBUSDT,15m,2026-08-11T19:30:00+00:00,3,0.767850,7.285511
BNBUSDT,15m,2026-08-11T19:45:00+00:00,3,0.933766,7.754942
BNBUSDT,15m,2026-08-11T20:00:00+00:00,3,1.310823,8.219673
BNBUSDT,15m,2026-08-11T20:15:00+00:00,3,1.602860,8.682908
BNBUSDT,15m,2026-08-11T20:30:00+00:00,3,1.564766,8.836324
BNBUSDT,15m,2026-08-11T20:45:00+00:00,3,1.432517,8.772263
BNBUSDT,15m,2026-08-11T21:00:00+00:00,3,1.617738,9.432603
BNBUSDT,15m,2026-08-11T21:15:00+00:00,3,1.636802,10.644632
BNBUSDT,15m,2026-08-11T21:30:00+00:00,3,1.217199,10.528575
BNBUSDT,15m,2026-08-11T21:45:00+00:00,2,0.954476,
BNBUSDT,15m,2026-08-11T22:00:00+00:00,2,1.333772,
BNBUSDT,15m,2026-08-11T22:15:00+00:00,2,1.026522,
BNBUSDT,15m,2026-08-11T22:30:00+00:00,2,1.029692,
BNBUSDT,15m,2026-08-11T22:45:00+00:00,2,1.431662,
BNBUSDT,15m,2026-08-11T23:00:00+00:00,2,1.447711,
BNBUSDT,15m,2026-08-11T23:15:00+00:00,2,1.286736,
BNBUSDT,15m,2026-08-11T23:30:00+00:00,2,2.256818,
BNBUSDT,15m,2026-08-11T23:45:00+00:00,1,2.843356,
BNBUSDT,15m,2026-08-12T00:00:00+00:00,1,2.356408,
BNBUSDT,15m,2026-08-12T00:15:00+00:00,1,1.187288,
BNBUSDT,15m,2026-08-12T00:30:00+00:00,1,1.672121,
BNBUSDT,15m,2026-08-12T00:45:00+00:00,1,2.163135,
BNBUSDT,15m,2026-08-12T01:00:00+00:00,3,1.193979,
BNBUSDT,15m,2026-08-12T01:15:00+00:00,3,0.065633,
BNBUSDT,15m,2026-08-12T01:30:00+00:00,3,0.017123,
BNBUSDT,15m,2026-08-12T01:45:00+00:00,2,1.037172,
BNBUSDT,15m,2026-08-12T02:00:00+00:00,3,0.434580,
BNBUSDT,15m,2026-08-12T02:15:00+00:00,3,0.099290,
BNBUSDT,15m,2026-08-12T02:30:00+00:00,3,0.310813,
BNBUSDT,15m,2026-08-12T02:45:00+00:00,2,0.486827,
BNBUSDT,15m,2026-08-12T03:00:00+00:00,2,0.011136,
BNBUSDT,15m,2026-08-12T03:15:00+00:00,2,2.182215,
BNBUSDT,15m,2026-08-12T03:30:00+00:00,2,2.873616,
BNBUSDT,15m,2026-08-12T03:45:00+00:00,2,3.112492,
BNBUSDT,15m,2026-08-12T04:00:00+00:00,2,3.579486,
BNBUSDT,15m,2026-08-12T04:15:00+00:00,2,3.119592,
BNBUSDT,15m,2026-08-12T04:30:00+00:00,2,2.975000,
BNBUSDT,15m,2026-08-12T04:45:00+00:00,2,3.017116,
BNBUSDT,15m,2026-08-12T05:00:00+00:00,2,3.582588,
BNBUSDT,15m,2026-08-12T05:15:00+00:00,2,4.414951,
BNBUSDT,15m,2026-08-12T05:30:00+00:00,2,4.676514,
BNBUSDT,15m,2026-08-12T05:45:00+00:00,2,5.568022,
BNBUSDT,15m,2026-08-12T06:00:00+00:00,2,7.164947,
BNBUSDT,15m,2026-08-12T06:15:00+00:00,2,6.760113,
BNBUSDT,15m,2026-08-12T06:30:00+00:00,2,7.033648,
BNBUSDT,15m,2026-08-12T06:45:00+00:00,2,7.112461,
BNBUSDT,15m,2026-08-12T07:00:00+00:00,2,7.181764,
BNBUSDT,15m,2026-08-12T07:15:00+00:00,2,7.582919,
BNBUSDT,15m,2026-08-12T07:30:00+00:00,2,7.851377,
BNBUSDT,15m,2026-08-12T07:45:00+00:00,2,8.494163,
BNBUSDT,15m,2026-08-12T08:00:00+00:00,2,8.248666,
BNBUSDT,15m,2026-08-12T08:15:00+00:00,2,8.721576,
BNBUSDT,15m,2026-08-12T08:30:00+00:00,2,9.503100,
BNBUSDT,15m,2026-08-12T08:45:00+00:00,2,10.255266,
BNBUSDT,15m,2026-08-12T09:00:00+00:00,2,10.268405,
BNBUSDT,15m,2026-08-12T09:15:00+00:00,2,9.768472,
BNBUSDT,15m,2026-08-12T09:30:00+00:00,2,9.208419,
BNBUSDT,15m,2026-08-12T09:45:00+00:00,2,8.960728,
BNBUSDT,15m,2026-08-12T10:00:00+00:00,2,9.130326,
BNBUSDT,15m,2026-08-12T10:15:00+00:00,2,9.041288,
BNBUSDT,15m,2026-08-12T10:30:00+00:00,2,9.546735,
BNBUSDT,15m,2026-08-12T10:45:00+00:00,2,10.074430,
BNBUSDT,15m,2026-08-12T11:00:00+00:00,2,10.503083,
BNBUSDT,15m,2026-08-12T11:15:00+00:00,2,10.887910,
BNBUSDT,15m,2026-08-12T11:30:00+00:00,2,10.612354,
BNBUSDT,15m,2026-08-12T11:45:00+00:00,1,12.374134,
BNBUSDT,15m,2026-08-12T12:00:00+00:00,1,12.731981,
BNBUSDT,15m,2026-08-12T12:15:00+00:00,1,13.040366,
BNBUSDT,15m,2026-08-12T12:30:00+00:00,1,13.088687,
BNBUSDT,15m,2026-08-12T12:45:00+00:00,1,13.015624,
BNBUSDT,15m,2026-08-12T13:00:00+00:00,1,11.459697,
BNBUSDT,15m,2026-08-12T13:15:00+00:00,1,11.617326,
BNBUSDT,15m,2026-08-12T13:30:00+00:00,2,1.840010,
BNBUSDT,15m,2026-08-12T13:45:00+00:00,2,1.695446,
BNBUSDT,15m,2026-08-12T14:00:00+00:00,2,0.764187,
BNBUSDT,15m,2026-08-12T14:15:00+00:00,2,1.233359,
BNBUSDT,15m,2026-08-12T14:30:00+00:00,2,0.219339,
BNBUSDT,15m,2026-08-12T14:45:00+00:00,2,0.239512,
BNBUSDT,15m,2026-08-12T15:00:00+00:00,2,0.448361,
BNBUSDT,15m,2026-08-12T15:15:00+00:00,2,0.380850,
BNBUSDT,15m,2026-08-12T15:30:00+00:00,2,0.252266,
BNBUSDT,15m,2026-08-12T15:45:00+00:00,3,0.801073,
BNBUSDT,15m,2026-08-12T16:00:00+00:00,2,1.103580,
BNBUSDT,15m,2026-08-12T16:15:00+00:00,2,1.157061,
BNBUSDT,15m,2026-08-12T16:30:00+00:00,2,1.462106,
BNBUSDT,15m,2026-08-12T16:45:00+00:00,3,0.794431,
BNBUSDT,15m,2026-08-12T17:00:00+00:00,2,1.476782,
BNBUSDT,15m,2026-08-12T17:15:00+00:00,2,1.669518,
BNBUSDT,15m,2026-08-12T17:30:00+00:00,2,1.928053,
BNBUSDT,15m,2026-08-12T17:45:00+00:00,3,1.318498,
BNBUSDT,15m,2026-08-12T18:00:00+00:00,0,,
BNBUSDT,15m,2026-08-12T18:15:00+00:00,1,,0.283548
BNBUSDT,15m,2026-08-12T18:30:00+00:00,1,,0.165659
BNBUSDT,15m,2026-08-12T18:45:00+00:00,1,,0.010720
BNBUSDT,15m,2026-08-12T19:00:00+00:00,2,0.254144,0.235884
BNBUSDT,15m,2026-08-12T19:15:00+00:00,3,0.282597,0.040462
BNBUSDT,15m,2026-08-12T19:30:00+00:00,3,0.821964,0.457426
BNBUSDT,15m,2026-08-12T19:45:00+00:00,3,0.890095,0.214469
BNBUSDT,15m,2026-08-12T20:00:00+00:00,3,0.243049,0.680537
BNBUSDT,15m,2026-08-12T20:15:00+00:00,3,0.384386,1.399641
BNBUSDT,15m,2026-08-12T20:30:00+00:00,4,1.395165,1.959754
BNBUSDT,15m,2026-08-12T20:45:00+00:00,5,1.331696,1.896260
BNBUSDT,15m,2026-08-12T21:00:00+00:00,4,1.129729,2.416210
BNBUSDT,15m,2026-08-12T21:15:00+00:00,3,0.149057,2.221170
BNBUSDT,15m,2026-08-12T21:30:00+00:00,3,0.008800,1.496931
BNBUSDT,15m,2026-08-12T21:45:00+00:00,3,0.365387,1.918809
BNBUSDT,15m,2026-08-12T22:00:00+00:00,3,0.130733,1.963912
BNBUSDT,15m,2026-08-12T22:15:00+00:00,3,0.086185,2.206718
BNBUSDT,15m,2026-08-12T22:30:00+00:00,3,0.186020,2.336555
BNBUSDT,15m,2026-08-12T22:45:00+00:00,3,0.472434,2.096854
