symbol,tipo,hora_brt,n_min,qv_p10,qv_p50,qv_p90,n_ref,ref_p10,ref_p50,ref_p90
UNIUSDT,perpetual,5,1800,14597.38,72985.30,324805.96,1771,12956.70,55977.23,171021.26
UNIUSDT,perpetual,6,1800,12000.90,69265.96,376001.43,1800,11494.68,53656.92,214032.47
UNIUSDT,perpetual,7,1800,11047.44,65221.75,335513.46,1800,9356.27,52759.42,176262.33
UNIUSDT,perpetual,8,1800,11696.22,67281.83,416813.38,1800,9313.39,52985.20,235940.41
UNIUSDT,perpetual,9,1800,14017.12,85173.82,429322.04,1800,10781.11,64333.55,269847.00
UNIUSDT,perpetual,10,1800,13815.76,93028.69,438128.12,1800,10445.54,66926.20,271651.90
UNIUSDT,perpetual,11,1800,19006.46,112287.52,411932.86,1800,13966.03,89724.30,246767.54
UNIUSDT,perpetual,12,1800,21331.20,94083.76,340581.76,1800,18286.81,76234.43,216567.10
UNIUSDT,perpetual,13,1800,21263.42,99999.12,421044.43,1800,19078.23,81794.54,197697.16
UNIUSDT,perpetual,14,1800,13932.63,65976.17,267145.70,1800,12898.31,58094.30,163921.62
UNIUSDT,perpetual,15,1800,8348.95,48446.72,224661.20,1800,7601.59,37774.01,122933.95
UNIUSDT,perpetual,16,1800,8155.24,40595.37,182843.51,1800,6910.24,33179.37,103085.25
UNIUSDT,perpetual,17,1800,7189.34,37553.24,195858.55,1800,5878.49,29604.24,112248.22
UNIUSDT,perpetual,18,1800,6265.87,44105.93,225852.32,1800,5910.88,31153.94,122473.33
UNIUSDT,perpetual,19,1800,8007.69,45208.98,202058.46,1800,6738.40,32573.79,114730.89
UNIUSDT,perpetual,20,1800,8404.66,47072.76,213022.62,1800,7687.17,34593.58,128507.18
UNIUSDT,perpetual,21,1800,11635.54,66805.14,275425.41,1800,9727.17,49003.27,170004.52
UNIUSDT,perpetual,22,1800,11211.24,69224.44,339485.31,1800,9252.48,51480.80,171579.79
UNIUSDT,perpetual,23,1800,12361.72,74485.82,359742.61,1800,10870.02,57103.45,188744.24
UNIUSDT,spot,0,240,4396.22,19406.48,75629.09,240,4396.22,13809.68,35789.94
UNIUSDT,spot,1,289,3961.66,20231.26,77911.93,260,3776.47,13014.56,31660.72
UNIUSDT,spot,2,300,5220.90,20402.97,64963.55,300,5220.90,15169.85,32904.43
UNIUSDT,spot,3,300,5165.35,17746.19,71000.38,300,5165.35,13927.83,22234.01
UNIUSDT,spot,4,300,7677.35,23715.31,91367.44,300,7677.35,18218.48,33323.50
UNIUSDT,spot,5,248,4946.72,14448.34,62529.42,248,4946.72,13339.46,28400.92
UNIUSDT,spot,6,240,5229.62,22052.69,75582.03,240,5229.62,13430.01,25104.18
UNIUSDT,spot,7,240,5269.93,18484.97,70265.45,240,5269.93,15219.87,38758.73
UNIUSDT,spot,8,240,5561.76,18536.57,63346.58,240,5561.76,13792.75,25752.03
UNIUSDT,spot,9,240,6637.21,33045.56,133336.22,240,6637.21,18698.75,52434.85
UNIUSDT,spot,10,240,9647.06,32727.73,121281.77,240,9647.06,22579.63,53406.03
UNIUSDT,spot,11,240,10225.07,30612.31,95590.36,240,10225.07,24366.33,39840.40
UNIUSDT,spot,12,240,10090.00,42306.52,143163.15,240,10090.00,31885.14,64883.06
UNIUSDT,spot,13,240,8051.05,25598.37,87824.96,240,8051.05,22341.87,40403.58
UNIUSDT,spot,14,240,2567.82,13080.63,44776.37,240,2567.82,11058.73,24259.93
UNIUSDT,spot,15,240,2206.40,8432.43,27811.34,240,2206.40,6585.43,11801.22
UNIUSDT,spot,16,240,2387.73,9969.77,59830.95,240,2387.73,6527.46,13404.23
UNIUSDT,spot,17,240,2829.53,11609.46,43313.08,240,2829.53,7439.32,22268.79
UNIUSDT,spot,18,240,1881.32,12168.15,50472.20,240,1881.32,8277.30,19084.46
UNIUSDT,spot,19,240,5370.88,18615.34,69933.10,240,5370.88,12288.70,30272.13
UNIUSDT,spot,20,240,4093.45,21066.06,89265.29,240,4093.45,14122.21,48656.06
UNIUSDT,spot,21,240,5324.30,18943.87,87201.95,240,5324.30,12189.01,61728.38
UNIUSDT,spot,22,240,6093.45,23638.48,97279.03,240,6093.45,14765.12,34747.53
UNIUSDT,spot,23,240,7028.23,20344.23,73728.60,240,7028.23,16267.31,39072.44
XRPUSDT,perpetual,0,1800,75104.63,329071.15,1555496.05,1800,64673.03,243015.44,930430.28
XRPUSDT,perpetual,1,1800,55222.96,289015.69,1547820.41,1800,47241.92,215376.29,826420.87
XRPUSDT,perpetual,2,1800,72860.83,350032.86,1712175.15,1800,59670.21,256020.14,758959.92
XRPUSDT,perpetual,3,1800,82724.66,320971.21,1459746.82,1800,70181.76,253190.59,788899.96
XRPUSDT,perpetual,4,1800,72717.82,329885.09,1682472.28,1800,61251.63,244772.30,903645.62
XRPUSDT,perpetual,5,1800,72113.29,372332.69,2378183.07,1771,68407.84,283149.17,1368784.26
XRPUSDT,perpetual,6,1800,71042.94,395923.82,2005926.74,1800,64010.09,276608.05,1201718.46
XRPUSDT,perpetual,7,1800,62245.84,356201.24,1745507.26,1800,57190.28,263175.89,1053208.70
XRPUSDT,perpetual,8,1800,71716.41,349313.44,1736087.90,1800,61636.58,259756.65,973520.11
XRPUSDT,perpetual,9,1800,80409.63,498258.78,2142821.77,1800,67559.31,352772.35,1158513.01
XRPUSDT,perpetual,10,1800,114694.35,673700.10,2944029.77,1800,90807.71,497020.60,1604671.39
XRPUSDT,perpetual,11,1800,142591.16,859011.50,3421410.49,1800,117463.14,605763.37,2171422.56
XRPUSDT,perpetual,12,1800,127975.24,690072.18,2980853.89,1800,105483.63,516096.92,1956375.49
XRPUSDT,perpetual,13,1800,125806.00,600017.55,2378994.08,1800,106310.34,449156.40,1555694.87
XRPUSDT,perpetual,14,1800,109566.06,489841.33,1871594.77,1800,92116.66,367302.55,1181941.95
XRPUSDT,perpetual,15,1800,87127.82,422946.06,1689901.14,1800,70111.32,332305.93,894517.90
XRPUSDT,perpetual,16,1800,72701.11,383316.33,1580276.53,1800,62597.35,304880.22,797821.27
XRPUSDT,perpetual,17,1800,73098.42,377372.82,1513984.78,1800,60619.60,303626.63,838767.86
XRPUSDT,perpetual,18,1800,57032.80,308556.47,1679891.95,1800,45294.44,224396.80,1041852.25
XRPUSDT,perpetual,19,1800,80757.23,394331.99,1819101.52,1800,67540.75,263590.90,1099517.40
XRPUSDT,perpetual,20,1800,67365.33,307720.89,1584109.60,1800,64043.09,217441.64,809165.50
XRPUSDT,perpetual,21,1800,103022.39,414727.92,1763226.31,1800,84273.01,278480.84,1107729.88
XRPUSDT,perpetual,22,1800,91492.29,453278.35,1977458.76,1800,79620.95,334558.84,1085589.59
XRPUSDT,perpetual,23,1800,80816.45,353373.86,1881591.01,1800,75657.66,277164.10,1023486.11
XRPUSDT,spot,0,240,15708.72,53754.60,226006.73,240,15708.72,49759.23,68152.90
XRPUSDT,spot,1,289,15763.89,58101.85,295637.13,260,15137.79,41202.35,86990.01
XRPUSDT,spot,2,300,20788.93,58497.93,279737.14,300,20788.93,44130.88,78163.37
XRPUSDT,spot,3,300,21633.33,57831.48,207413.51,300,21633.33,50127.72,75653.81
XRPUSDT,spot,4,300,20901.63,70044.39,248940.10,300,20901.63,43780.58,96049.88
XRPUSDT,spot,5,248,22203.73,66265.14,251219.60,248,22203.73,51465.77,97636.83
XRPUSDT,spot,6,240,30971.85,81230.11,235222.04,240,30783.90,60669.09,93385.60
XRPUSDT,spot,7,240,25640.73,67722.36,285577.30,240,25640.73,63510.10,119232.38
XRPUSDT,spot,8,240,29466.57,76627.33,266083.73,240,29466.57,56849.09,95642.72
XRPUSDT,spot,9,240,33936.17,92782.42,453197.12,240,33936.17,64734.01,131052.08
XRPUSDT,spot,10,240,52538.87,129650.81,391219.78,240,52538.87,109830.88,207290.16
XRPUSDT,spot,11,240,49113.15,125282.35,365058.98,240,49113.15,119935.27,150687.30
XRPUSDT,spot,12,240,41478.42,126921.02,550658.30,240,41478.42,87706.94,164036.25
XRPUSDT,spot,13,240,36376.93,92579.08,427140.80,240,36376.93,80547.42,149328.88
XRPUSDT,spot,14,240,22938.66,67138.10,357101.81,240,22938.66,53383.90,119084.42
XRPUSDT,spot,15,240,23071.75,61468.75,226779.85,240,23071.75,46207.97,102599.99
XRPUSDT,spot,16,240,15247.66,62449.51,378319.44,240,15247.66,44599.43,113285.22
XRPUSDT,spot,17,240,12478.63,61927.78,274533.02,240,12478.63,49715.82,146875.06
XRPUSDT,spot,18,240,10437.55,39797.59,141813.87,240,10437.55,28259.08,68027.06
XRPUSDT,spot,19,240,16290.66,55233.78,256623.84,240,16290.66,34472.77,81350.86
XRPUSDT,spot,20,240,17028.42,54796.68,252008.23,240,17028.42,39998.07,88972.94
XRPUSDT,spot,21,240,25201.20,67046.31,236108.11,240,25201.20,53706.41,78472.95
XRPUSDT,spot,22,240,27178.76,75153.70,294903.74,240,27178.76,56293.88,108330.18
XRPUSDT,spot,23,240,25526.14,66039.24,165100.53,240,25526.14,52438.28,79681.07
ZECUSDT,perpetual,0,1800,78359.99,420075.64,1519744.05,1800,72258.34,338684.68,961629.13
ZECUSDT,perpetual,1,1800,68315.69,396736.19,1800230.91,1800,61869.56,305914.75,902135.72
ZECUSDT,perpetual,2,1800,85026.40,477655.83,2727392.82,1800,75353.59,354594.91,1584833.12
ZECUSDT,perpetual,3,1800,96823.40,441431.99,1867589.79,1800,87080.29,352076.25,1198496.90
ZECUSDT,perpetual,4,1800,81522.36,436261.84,2402336.93,1800,65797.43,328845.96,1328953.12
ZECUSDT,perpetual,5,1800,84569.80,520350.82,1944091.07,1771,74776.18,363393.83,1130280.16
ZECUSDT,perpetual,6,1800,85566.39,455216.03,2367706.49,1800,79587.13,344631.43,1323831.84
ZECUSDT,perpetual,7,1800,83272.17,486761.53,1966028.34,1800,71574.29,357330.33,1239935.80
ZECUSDT,perpetual,8,1800,82705.34,491516.74,2033646.01,1800,66726.15,366287.73,1114671.14
ZECUSDT,perpetual,9,1800,95326.95,597152.15,2134578.20,1800,78487.67,472057.23,1215177.41
ZECUSDT,perpetual,10,1800,140477.98,696117.84,3192036.84,1800,107670.59,501746.33,1984815.19
ZECUSDT,perpetual,11,1800,173781.78,901627.62,3750243.36,1800,144198.67,684562.50,2185510.08
ZECUSDT,perpetual,12,1800,154421.42,847642.38,3154108.24,1800,140241.67,701408.40,2061568.75
ZECUSDT,perpetual,13,1800,118009.38,961633.18,3957127.70,1800,100145.93,760520.96,1906644.80
ZECUSDT,perpetual,14,1800,121013.14,814889.30,3013521.68,1800,94689.86,655632.05,1692193.73
ZECUSDT,perpetual,15,1800,87732.87,630694.47,2514226.66,1800,78375.63,496810.60,1508644.73
ZECUSDT,perpetual,16,1800,71831.69,534132.71,1895862.05,1800,62474.33,431734.95,1113830.53
ZECUSDT,perpetual,17,1800,75472.23,438817.67,1692091.26,1800,58112.70,343971.81,1072489.93
ZECUSDT,perpetual,18,1800,58140.01,379073.29,1850884.41,1800,51570.26,284229.00,1115677.55
ZECUSDT,perpetual,19,1800,68559.63,401162.98,1872120.07,1800,60980.38,294416.58,1140698.39
ZECUSDT,perpetual,20,1800,68535.80,377824.77,1630177.03,1800,59968.11,273909.03,998905.53
ZECUSDT,perpetual,21,1800,101692.78,454583.21,1654670.91,1800,91558.68,343657.92,1036892.48
ZECUSDT,perpetual,22,1800,99008.66,501902.51,1929940.79,1800,87576.11,383575.44,1075756.55
ZECUSDT,perpetual,23,1800,87959.92,453195.09,2019886.29,1800,78477.75,375628.60,1161176.91
ZECUSDT,spot,0,240,32228.29,83597.03,285224.27,240,28036.09,69194.34,146712.78
ZECUSDT,spot,1,289,31821.72,98317.32,372092.59,260,30534.53,65330.81,276254.13
ZECUSDT,spot,2,300,35277.64,123260.64,389547.81,300,35277.64,81791.28,218067.30
ZECUSDT,spot,3,300,44286.16,109781.43,337870.18,300,41134.36,86477.39,145908.10
ZECUSDT,spot,4,300,54972.12,128058.73,427907.81,300,54972.12,93648.47,217246.49
ZECUSDT,spot,5,248,34444.90,89331.15,252623.10,248,34444.90,74882.60,142930.25
ZECUSDT,spot,6,240,28411.72,87152.29,397261.29,240,28411.72,66427.71,172702.30
ZECUSDT,spot,7,240,24006.58,100692.11,333517.24,240,24006.58,67084.46,175822.29
ZECUSDT,spot,8,240,35331.39,115931.95,415391.23,240,35331.39,80173.74,216687.99
ZECUSDT,spot,9,240,32598.59,123429.34,507640.52,240,32598.59,88397.65,273828.63
ZECUSDT,spot,10,240,46965.18,175450.60,776246.81,240,46663.91,93343.09,535498.99
ZECUSDT,spot,11,240,76587.12,239360.23,757892.47,240,76587.12,182670.86,414044.75
ZECUSDT,spot,12,240,68482.27,198062.62,537402.18,240,68482.27,146259.27,328841.90
ZECUSDT,spot,13,240,68210.12,186105.85,664930.63,240,68210.12,133400.30,316341.47
ZECUSDT,spot,14,240,34467.66,102157.81,344130.96,240,34467.66,81443.63,192405.26
ZECUSDT,spot,15,240,26529.07,92588.27,280541.52,240,26529.07,70345.13,157758.92
ZECUSDT,spot,16,240,26838.42,84107.57,262549.74,240,26838.42,73327.85,110513.50
ZECUSDT,spot,17,240,19061.56,64437.21,208847.54,240,19061.56,53050.06,113860.41
ZECUSDT,spot,18,240,15683.14,51998.10,158848.22,240,15683.14,41226.62,79129.66
ZECUSDT,spot,19,240,32702.93,103302.27,324460.13,240,31162.59,61422.11,161738.17
ZECUSDT,spot,20,240,21760.45,107024.61,411309.65,240,21760.45,59271.47,244386.04
ZECUSDT,spot,21,240,30647.71,71916.46,204051.39,240,28293.46,60064.03,102518.10
ZECUSDT,spot,22,240,27449.15,90247.02,365122.92,240,27449.15,63579.59,122773.88
ZECUSDT,spot,23,240,23088.62,93469.05,247399.41,240,22267.37,66408.28,136648.72
