symbol,tipo,hora_brt,participacao,d_stop,fonte_d_stop,ref_p10,ref_p50,ref_p90,notional_p10,notional_p50,notional_p90,r_brl_p10,r_brl_p50,r_brl_p90
TAOUSDT,perpetual,3,0.01,0.02095962,medido_no_mercado,10235.67,28326.84,78168.88,102.36,283.27,781.69,10.98,30.40,83.88
TAOUSDT,perpetual,3,0.02,0.02095962,medido_no_mercado,10235.67,28326.84,78168.88,204.71,566.54,1563.38,21.97,60.79,167.76
TAOUSDT,perpetual,3,0.05,0.02095962,medido_no_mercado,10235.67,28326.84,78168.88,511.78,1416.34,3908.44,54.92,151.99,419.41
TAOUSDT,perpetual,4,0.01,0.02095962,medido_no_mercado,8369.96,27140.21,92042.72,83.70,271.40,920.43,8.98,29.12,98.77
TAOUSDT,perpetual,4,0.02,0.02095962,medido_no_mercado,8369.96,27140.21,92042.72,167.40,542.80,1840.85,17.96,58.25,197.54
TAOUSDT,perpetual,4,0.05,0.02095962,medido_no_mercado,8369.96,27140.21,92042.72,418.50,1357.01,4602.14,44.91,145.62,493.85
TAOUSDT,perpetual,5,0.01,0.02095962,medido_no_mercado,10109.40,31150.46,119294.60,101.09,311.50,1192.95,10.85,33.43,128.01
TAOUSDT,perpetual,5,0.02,0.02095962,medido_no_mercado,10109.40,31150.46,119294.60,202.19,623.01,2385.89,21.70,66.85,256.03
TAOUSDT,perpetual,5,0.05,0.02095962,medido_no_mercado,10109.40,31150.46,119294.60,505.47,1557.52,5964.73,54.24,167.14,640.07
TAOUSDT,perpetual,6,0.01,0.02095962,medido_no_mercado,9435.24,32238.48,93890.95,94.35,322.38,938.91,10.12,34.59,100.75
TAOUSDT,perpetual,6,0.02,0.02095962,medido_no_mercado,9435.24,32238.48,93890.95,188.70,644.77,1877.82,20.25,69.19,201.51
TAOUSDT,perpetual,6,0.05,0.02095962,medido_no_mercado,9435.24,32238.48,93890.95,471.76,1611.92,4694.55,50.62,172.97,503.77
TAOUSDT,perpetual,7,0.01,0.02095962,medido_no_mercado,7682.72,28077.79,93676.36,76.83,280.78,936.76,8.24,30.13,100.52
TAOUSDT,perpetual,7,0.02,0.02095962,medido_no_mercado,7682.72,28077.79,93676.36,153.65,561.56,1873.53,16.49,60.26,201.05
TAOUSDT,perpetual,7,0.05,0.02095962,medido_no_mercado,7682.72,28077.79,93676.36,384.14,1403.89,4683.82,41.22,150.65,502.62
TAOUSDT,perpetual,8,0.01,0.02095962,medido_no_mercado,6889.75,29065.75,91497.76,68.90,290.66,914.98,7.39,31.19,98.19
TAOUSDT,perpetual,8,0.02,0.02095962,medido_no_mercado,6889.75,29065.75,91497.76,137.79,581.32,1829.96,14.79,62.38,196.37
TAOUSDT,perpetual,8,0.05,0.02095962,medido_no_mercado,6889.75,29065.75,91497.76,344.49,1453.29,4574.89,36.97,155.95,490.93
TAOUSDT,perpetual,9,0.01,0.02095962,medido_no_mercado,10126.16,36208.09,118274.31,101.26,362.08,1182.74,10.87,38.85,126.92
TAOUSDT,perpetual,9,0.02,0.02095962,medido_no_mercado,10126.16,36208.09,118274.31,202.52,724.16,2365.49,21.73,77.71,253.84
TAOUSDT,perpetual,9,0.05,0.02095962,medido_no_mercado,10126.16,36208.09,118274.31,506.31,1810.40,5913.72,54.33,194.27,634.60
TAOUSDT,perpetual,10,0.01,0.02095962,medido_no_mercado,12904.87,44399.33,131882.31,129.05,443.99,1318.82,13.85,47.64,141.52
TAOUSDT,perpetual,10,0.02,0.02095962,medido_no_mercado,12904.87,44399.33,131882.31,258.10,887.99,2637.65,27.70,95.29,283.04
TAOUSDT,perpetual,10,0.05,0.02095962,medido_no_mercado,12904.87,44399.33,131882.31,645.24,2219.97,6594.12,69.24,238.22,707.61
TAOUSDT,perpetual,11,0.01,0.02095962,medido_no_mercado,14203.20,51123.35,148080.59,142.03,511.23,1480.81,15.24,54.86,158.90
TAOUSDT,perpetual,11,0.02,0.02095962,medido_no_mercado,14203.20,51123.35,148080.59,284.06,1022.47,2961.61,30.48,109.72,317.81
TAOUSDT,perpetual,11,0.05,0.02095962,medido_no_mercado,14203.20,51123.35,148080.59,710.16,2556.17,7404.03,76.21,274.30,794.52
TAOUSDT,perpetual,12,0.01,0.02095962,medido_no_mercado,15371.07,51708.08,176871.58,153.71,517.08,1768.72,16.49,55.49,189.80
TAOUSDT,perpetual,12,0.02,0.02095962,medido_no_mercado,15371.07,51708.08,176871.58,307.42,1034.16,3537.43,32.99,110.97,379.60
TAOUSDT,perpetual,12,0.05,0.02095962,medido_no_mercado,15371.07,51708.08,176871.58,768.55,2585.40,8843.58,82.47,277.44,949.00
TAOUSDT,perpetual,13,0.01,0.02095962,medido_no_mercado,15276.08,44137.40,142416.27,152.76,441.37,1424.16,16.39,47.36,152.83
TAOUSDT,perpetual,13,0.02,0.02095962,medido_no_mercado,15276.08,44137.40,142416.27,305.52,882.75,2848.33,32.79,94.73,305.65
TAOUSDT,perpetual,13,0.05,0.02095962,medido_no_mercado,15276.08,44137.40,142416.27,763.80,2206.87,7120.81,81.96,236.82,764.13
TAOUSDT,perpetual,14,0.01,0.02095962,medido_no_mercado,10618.83,35769.97,99785.70,106.19,357.70,997.86,11.39,38.38,107.08
TAOUSDT,perpetual,14,0.02,0.02095962,medido_no_mercado,10618.83,35769.97,99785.70,212.38,715.40,1995.71,22.79,76.77,214.16
TAOUSDT,perpetual,14,0.05,0.02095962,medido_no_mercado,10618.83,35769.97,99785.70,530.94,1788.50,4989.28,56.97,191.92,535.40
TAOUSDT,perpetual,15,0.01,0.02095962,medido_no_mercado,7583.89,28854.64,99156.88,75.84,288.55,991.57,8.14,30.96,106.40
TAOUSDT,perpetual,15,0.02,0.02095962,medido_no_mercado,7583.89,28854.64,99156.88,151.68,577.09,1983.14,16.28,61.93,212.81
TAOUSDT,perpetual,15,0.05,0.02095962,medido_no_mercado,7583.89,28854.64,99156.88,379.19,1442.73,4957.84,40.69,154.82,532.02
TAOUSDT,perpetual,16,0.01,0.02095962,medido_no_mercado,7244.70,26033.51,75794.27,72.45,260.34,757.94,7.77,27.94,81.33
TAOUSDT,perpetual,16,0.02,0.02095962,medido_no_mercado,7244.70,26033.51,75794.27,144.89,520.67,1515.89,15.55,55.87,162.67
TAOUSDT,perpetual,16,0.05,0.02095962,medido_no_mercado,7244.70,26033.51,75794.27,362.24,1301.68,3789.71,38.87,139.68,406.67
TAOUSDT,perpetual,17,0.01,0.02095962,medido_no_mercado,7281.41,25212.40,96631.47,72.81,252.12,966.31,7.81,27.06,103.69
TAOUSDT,perpetual,17,0.02,0.02095962,medido_no_mercado,7281.41,25212.40,96631.47,145.63,504.25,1932.63,15.63,54.11,207.39
TAOUSDT,perpetual,17,0.05,0.02095962,medido_no_mercado,7281.41,25212.40,96631.47,364.07,1260.62,4831.57,39.07,135.28,518.47
TAOUSDT,perpetual,18,0.01,0.02095962,medido_no_mercado,6543.60,22052.15,84890.28,65.44,220.52,848.90,7.02,23.66,91.09
TAOUSDT,perpetual,18,0.02,0.02095962,medido_no_mercado,6543.60,22052.15,84890.28,130.87,441.04,1697.81,14.04,47.33,182.19
TAOUSDT,perpetual,18,0.05,0.02095962,medido_no_mercado,6543.60,22052.15,84890.28,327.18,1102.61,4244.51,35.11,118.32,455.47
TAOUSDT,perpetual,19,0.01,0.02095962,medido_no_mercado,7182.45,21778.86,77126.41,71.82,217.79,771.26,7.71,23.37,82.76
TAOUSDT,perpetual,19,0.02,0.02095962,medido_no_mercado,7182.45,21778.86,77126.41,143.65,435.58,1542.53,15.41,46.74,165.53
TAOUSDT,perpetual,19,0.05,0.02095962,medido_no_mercado,7182.45,21778.86,77126.41,359.12,1088.94,3856.32,38.54,116.85,413.82
TAOUSDT,perpetual,20,0.01,0.02095962,medido_no_mercado,7380.32,23401.75,69488.84,73.80,234.02,694.89,7.92,25.11,74.57
TAOUSDT,perpetual,20,0.02,0.02095962,medido_no_mercado,7380.32,23401.75,69488.84,147.61,468.04,1389.78,15.84,50.22,149.14
TAOUSDT,perpetual,20,0.05,0.02095962,medido_no_mercado,7380.32,23401.75,69488.84,369.02,1170.09,3474.44,39.60,125.56,372.84
TAOUSDT,perpetual,21,0.01,0.02095962,medido_no_mercado,10801.00,33681.03,82355.82,108.01,336.81,823.56,11.59,36.14,88.38
TAOUSDT,perpetual,21,0.02,0.02095962,medido_no_mercado,10801.00,33681.03,82355.82,216.02,673.62,1647.12,23.18,72.29,176.75
TAOUSDT,perpetual,21,0.05,0.02095962,medido_no_mercado,10801.00,33681.03,82355.82,540.05,1684.05,4117.79,57.95,180.71,441.88
TAOUSDT,perpetual,22,0.01,0.02095962,medido_no_mercado,10542.22,31874.26,83770.89,105.42,318.74,837.71,11.31,34.20,89.89
TAOUSDT,perpetual,22,0.02,0.02095962,medido_no_mercado,10542.22,31874.26,83770.89,210.84,637.49,1675.42,22.63,68.41,179.79
TAOUSDT,perpetual,22,0.05,0.02095962,medido_no_mercado,10542.22,31874.26,83770.89,527.11,1593.71,4188.54,56.56,171.02,449.47
TAOUSDT,perpetual,23,0.01,0.02095962,medido_no_mercado,10717.19,32101.92,104960.59,107.17,321.02,1049.61,11.50,34.45,112.63
TAOUSDT,perpetual,23,0.02,0.02095962,medido_no_mercado,10717.19,32101.92,104960.59,214.34,642.04,2099.21,23.00,68.90,225.26
TAOUSDT,perpetual,23,0.05,0.02095962,medido_no_mercado,10717.19,32101.92,104960.59,535.86,1605.10,5248.03,57.50,172.24,563.16
UNIUSDT,perpetual,0,0.01,0.02114179,mediana_da_familia,10060.30,52813.60,175758.40,100.60,528.14,1757.58,10.89,57.17,190.24
UNIUSDT,perpetual,0,0.02,0.02114179,mediana_da_familia,10060.30,52813.60,175758.40,201.21,1056.27,3515.17,21.78,114.33,380.49
UNIUSDT,perpetual,0,0.05,0.02114179,mediana_da_familia,10060.30,52813.60,175758.40,503.01,2640.68,8787.92,54.45,285.83,951.22
UNIUSDT,perpetual,1,0.01,0.02114179,mediana_da_familia,7712.48,48663.41,170525.67,77.12,486.63,1705.26,8.35,52.67,184.58
UNIUSDT,perpetual,1,0.02,0.02114179,mediana_da_familia,7712.48,48663.41,170525.67,154.25,973.27,3410.51,16.70,105.35,369.16
UNIUSDT,perpetual,1,0.05,0.02114179,mediana_da_familia,7712.48,48663.41,170525.67,385.62,2433.17,8526.28,41.74,263.37,922.90
UNIUSDT,perpetual,2,0.01,0.02114179,mediana_da_familia,9153.92,47595.32,176276.01,91.54,475.95,1762.76,9.91,51.52,190.80
UNIUSDT,perpetual,2,0.02,0.02114179,mediana_da_familia,9153.92,47595.32,176276.01,183.08,951.91,3525.52,19.82,103.04,381.61
UNIUSDT,perpetual,2,0.05,0.02114179,mediana_da_familia,9153.92,47595.32,176276.01,457.70,2379.77,8813.80,49.54,257.59,954.02
UNIUSDT,perpetual,3,0.01,0.02114179,mediana_da_familia,10932.87,44123.07,137926.37,109.33,441.23,1379.26,11.83,47.76,149.29
UNIUSDT,perpetual,3,0.02,0.02114179,mediana_da_familia,10932.87,44123.07,137926.37,218.66,882.46,2758.53,23.67,95.52,298.59
UNIUSDT,perpetual,3,0.05,0.02114179,mediana_da_familia,10932.87,44123.07,137926.37,546.64,2206.15,6896.32,59.17,238.80,746.47
UNIUSDT,perpetual,4,0.01,0.02114179,mediana_da_familia,9616.49,47090.91,195440.08,96.16,470.91,1954.40,10.41,50.97,211.55
UNIUSDT,perpetual,4,0.02,0.02114179,mediana_da_familia,9616.49,47090.91,195440.08,192.33,941.82,3908.80,20.82,101.94,423.10
UNIUSDT,perpetual,4,0.05,0.02114179,mediana_da_familia,9616.49,47090.91,195440.08,480.82,2354.55,9772.00,52.05,254.86,1057.74
UNIUSDT,perpetual,5,0.01,0.02114179,mediana_da_familia,12956.70,55977.23,171021.26,129.57,559.77,1710.21,14.02,60.59,185.12
UNIUSDT,perpetual,5,0.02,0.02114179,mediana_da_familia,12956.70,55977.23,171021.26,259.13,1119.54,3420.43,28.05,121.18,370.23
UNIUSDT,perpetual,5,0.05,0.02114179,mediana_da_familia,12956.70,55977.23,171021.26,647.84,2798.86,8551.06,70.12,302.95,925.58
UNIUSDT,perpetual,6,0.01,0.02114179,mediana_da_familia,11494.68,53656.92,214032.47,114.95,536.57,2140.32,12.44,58.08,231.67
UNIUSDT,perpetual,6,0.02,0.02114179,mediana_da_familia,11494.68,53656.92,214032.47,229.89,1073.14,4280.65,24.88,116.16,463.34
UNIUSDT,perpetual,6,0.05,0.02114179,mediana_da_familia,11494.68,53656.92,214032.47,574.73,2682.85,10701.62,62.21,290.40,1158.36
UNIUSDT,perpetual,7,0.01,0.02114179,mediana_da_familia,9356.27,52759.42,176262.33,93.56,527.59,1762.62,10.13,57.11,190.79
UNIUSDT,perpetual,7,0.02,0.02114179,mediana_da_familia,9356.27,52759.42,176262.33,187.13,1055.19,3525.25,20.25,114.22,381.58
UNIUSDT,perpetual,7,0.05,0.02114179,mediana_da_familia,9356.27,52759.42,176262.33,467.81,2637.97,8813.12,50.64,285.54,953.95
UNIUSDT,perpetual,8,0.01,0.02114179,mediana_da_familia,9313.39,52985.20,235940.41,93.13,529.85,2359.40,10.08,57.35,255.39
UNIUSDT,perpetual,8,0.02,0.02114179,mediana_da_familia,9313.39,52985.20,235940.41,186.27,1059.70,4718.81,20.16,114.70,510.77
UNIUSDT,perpetual,8,0.05,0.02114179,mediana_da_familia,9313.39,52985.20,235940.41,465.67,2649.26,11797.02,50.40,286.76,1276.93
UNIUSDT,perpetual,9,0.01,0.02114179,mediana_da_familia,10781.11,64333.55,269847.00,107.81,643.34,2698.47,11.67,69.64,292.09
UNIUSDT,perpetual,9,0.02,0.02114179,mediana_da_familia,10781.11,64333.55,269847.00,215.62,1286.67,5396.94,23.34,139.27,584.17
UNIUSDT,perpetual,9,0.05,0.02114179,mediana_da_familia,10781.11,64333.55,269847.00,539.06,3216.68,13492.35,58.35,348.18,1460.44
UNIUSDT,perpetual,10,0.01,0.02114179,mediana_da_familia,10445.54,66926.20,271651.90,104.46,669.26,2716.52,11.31,72.44,294.04
UNIUSDT,perpetual,10,0.02,0.02114179,mediana_da_familia,10445.54,66926.20,271651.90,208.91,1338.52,5433.04,22.61,144.88,588.08
UNIUSDT,perpetual,10,0.05,0.02114179,mediana_da_familia,10445.54,66926.20,271651.90,522.28,3346.31,13582.59,56.53,362.21,1470.20
UNIUSDT,perpetual,11,0.01,0.02114179,mediana_da_familia,13966.03,89724.30,246767.54,139.66,897.24,2467.68,15.12,97.12,267.11
UNIUSDT,perpetual,11,0.02,0.02114179,mediana_da_familia,13966.03,89724.30,246767.54,279.32,1794.49,4935.35,30.23,194.24,534.21
UNIUSDT,perpetual,11,0.05,0.02114179,mediana_da_familia,13966.03,89724.30,246767.54,698.30,4486.22,12338.38,75.59,485.60,1335.53
UNIUSDT,perpetual,12,0.01,0.02114179,mediana_da_familia,18286.81,76234.43,216567.10,182.87,762.34,2165.67,19.79,82.52,234.42
UNIUSDT,perpetual,12,0.02,0.02114179,mediana_da_familia,18286.81,76234.43,216567.10,365.74,1524.69,4331.34,39.59,165.03,468.83
UNIUSDT,perpetual,12,0.05,0.02114179,mediana_da_familia,18286.81,76234.43,216567.10,914.34,3811.72,10828.35,98.97,412.59,1172.08
UNIUSDT,perpetual,13,0.01,0.02114179,mediana_da_familia,19078.23,81794.54,197697.16,190.78,817.95,1976.97,20.65,88.54,213.99
UNIUSDT,perpetual,13,0.02,0.02114179,mediana_da_familia,19078.23,81794.54,197697.16,381.56,1635.89,3953.94,41.30,177.07,427.98
UNIUSDT,perpetual,13,0.05,0.02114179,mediana_da_familia,19078.23,81794.54,197697.16,953.91,4089.73,9884.86,103.25,442.68,1069.95
UNIUSDT,perpetual,14,0.01,0.02114179,mediana_da_familia,12898.31,58094.30,163921.62,128.98,580.94,1639.22,13.96,62.88,177.43
UNIUSDT,perpetual,14,0.02,0.02114179,mediana_da_familia,12898.31,58094.30,163921.62,257.97,1161.89,3278.43,27.92,125.76,354.86
UNIUSDT,perpetual,14,0.05,0.02114179,mediana_da_familia,12898.31,58094.30,163921.62,644.92,2904.72,8196.08,69.81,314.41,887.16
UNIUSDT,perpetual,15,0.01,0.02114179,mediana_da_familia,7601.59,37774.01,122933.95,76.02,377.74,1229.34,8.23,40.89,133.07
UNIUSDT,perpetual,15,0.02,0.02114179,mediana_da_familia,7601.59,37774.01,122933.95,152.03,755.48,2458.68,16.46,81.77,266.13
UNIUSDT,perpetual,15,0.05,0.02114179,mediana_da_familia,7601.59,37774.01,122933.95,380.08,1888.70,6146.70,41.14,204.44,665.33
UNIUSDT,perpetual,16,0.01,0.02114179,mediana_da_familia,6910.24,33179.37,103085.25,69.10,331.79,1030.85,7.48,35.91,111.58
UNIUSDT,perpetual,16,0.02,0.02114179,mediana_da_familia,6910.24,33179.37,103085.25,138.20,663.59,2061.70,14.96,71.83,223.16
UNIUSDT,perpetual,16,0.05,0.02114179,mediana_da_familia,6910.24,33179.37,103085.25,345.51,1658.97,5154.26,37.40,179.57,557.91
UNIUSDT,perpetual,17,0.01,0.02114179,mediana_da_familia,5878.49,29604.24,112248.22,58.78,296.04,1122.48,6.36,32.04,121.50
UNIUSDT,perpetual,17,0.02,0.02114179,mediana_da_familia,5878.49,29604.24,112248.22,117.57,592.08,2244.96,12.73,64.09,243.00
UNIUSDT,perpetual,17,0.05,0.02114179,mediana_da_familia,5878.49,29604.24,112248.22,293.92,1480.21,5612.41,31.81,160.22,607.50
UNIUSDT,perpetual,18,0.01,0.02114179,mediana_da_familia,5910.88,31153.94,122473.33,59.11,311.54,1224.73,6.40,33.72,132.57
UNIUSDT,perpetual,18,0.02,0.02114179,mediana_da_familia,5910.88,31153.94,122473.33,118.22,623.08,2449.47,12.80,67.44,265.13
UNIUSDT,perpetual,18,0.05,0.02114179,mediana_da_familia,5910.88,31153.94,122473.33,295.54,1557.70,6123.67,31.99,168.61,662.84
UNIUSDT,perpetual,19,0.01,0.02114179,mediana_da_familia,6738.40,32573.79,114730.89,67.38,325.74,1147.31,7.29,35.26,124.19
UNIUSDT,perpetual,19,0.02,0.02114179,mediana_da_familia,6738.40,32573.79,114730.89,134.77,651.48,2294.62,14.59,70.52,248.37
UNIUSDT,perpetual,19,0.05,0.02114179,mediana_da_familia,6738.40,32573.79,114730.89,336.92,1628.69,5736.54,36.47,176.29,620.93
UNIUSDT,perpetual,20,0.01,0.02114179,mediana_da_familia,7687.17,34593.58,128507.18,76.87,345.94,1285.07,8.32,37.44,139.10
UNIUSDT,perpetual,20,0.02,0.02114179,mediana_da_familia,7687.17,34593.58,128507.18,153.74,691.87,2570.14,16.64,74.89,278.20
UNIUSDT,perpetual,20,0.05,0.02114179,mediana_da_familia,7687.17,34593.58,128507.18,384.36,1729.68,6425.36,41.60,187.22,695.49
UNIUSDT,perpetual,21,0.01,0.02114179,mediana_da_familia,9727.17,49003.27,170004.52,97.27,490.03,1700.05,10.53,53.04,184.02
UNIUSDT,perpetual,21,0.02,0.02114179,mediana_da_familia,9727.17,49003.27,170004.52,194.54,980.07,3400.09,21.06,106.08,368.03
UNIUSDT,perpetual,21,0.05,0.02114179,mediana_da_familia,9727.17,49003.27,170004.52,486.36,2450.16,8500.23,52.64,265.21,920.08
UNIUSDT,perpetual,22,0.01,0.02114179,mediana_da_familia,9252.48,51480.80,171579.79,92.52,514.81,1715.80,10.02,55.72,185.72
UNIUSDT,perpetual,22,0.02,0.02114179,mediana_da_familia,9252.48,51480.80,171579.79,185.05,1029.62,3431.60,20.03,111.45,371.44
UNIUSDT,perpetual,22,0.05,0.02114179,mediana_da_familia,9252.48,51480.80,171579.79,462.62,2574.04,8578.99,50.08,278.62,928.60
UNIUSDT,perpetual,23,0.01,0.02114179,mediana_da_familia,10870.02,57103.45,188744.24,108.70,571.03,1887.44,11.77,61.81,204.30
UNIUSDT,perpetual,23,0.02,0.02114179,mediana_da_familia,10870.02,57103.45,188744.24,217.40,1142.07,3774.88,23.53,123.62,408.60
UNIUSDT,perpetual,23,0.05,0.02114179,mediana_da_familia,10870.02,57103.45,188744.24,543.50,2855.17,9437.21,58.83,309.05,1021.50
UNIUSDT,spot,0,0.01,0.02114179,mediana_da_familia,4396.22,13809.68,35789.94,43.96,138.10,357.90,4.76,14.95,38.74
UNIUSDT,spot,0,0.02,0.02114179,mediana_da_familia,4396.22,13809.68,35789.94,87.92,276.19,715.80,9.52,29.90,77.48
UNIUSDT,spot,0,0.05,0.02114179,mediana_da_familia,4396.22,13809.68,35789.94,219.81,690.48,1789.50,23.79,74.74,193.70
UNIUSDT,spot,1,0.01,0.02114179,mediana_da_familia,3776.47,13014.56,31660.72,37.76,130.15,316.61,4.09,14.09,34.27
UNIUSDT,spot,1,0.02,0.02114179,mediana_da_familia,3776.47,13014.56,31660.72,75.53,260.29,633.21,8.18,28.17,68.54
UNIUSDT,spot,1,0.05,0.02114179,mediana_da_familia,3776.47,13014.56,31660.72,188.82,650.73,1583.04,20.44,70.44,171.35
UNIUSDT,spot,2,0.01,0.02114179,mediana_da_familia,5220.90,15169.85,32904.43,52.21,151.70,329.04,5.65,16.42,35.62
UNIUSDT,spot,2,0.02,0.02114179,mediana_da_familia,5220.90,15169.85,32904.43,104.42,303.40,658.09,11.30,32.84,71.23
UNIUSDT,spot,2,0.05,0.02114179,mediana_da_familia,5220.90,15169.85,32904.43,261.05,758.49,1645.22,28.26,82.10,178.08
UNIUSDT,spot,3,0.01,0.02114179,mediana_da_familia,5165.35,13927.83,22234.01,51.65,139.28,222.34,5.59,15.08,24.07
UNIUSDT,spot,3,0.02,0.02114179,mediana_da_familia,5165.35,13927.83,22234.01,103.31,278.56,444.68,11.18,30.15,48.13
UNIUSDT,spot,3,0.05,0.02114179,mediana_da_familia,5165.35,13927.83,22234.01,258.27,696.39,1111.70,27.96,75.38,120.33
UNIUSDT,spot,4,0.01,0.02114179,mediana_da_familia,7677.35,18218.48,33323.50,76.77,182.18,333.23,8.31,19.72,36.07
UNIUSDT,spot,4,0.02,0.02114179,mediana_da_familia,7677.35,18218.48,33323.50,153.55,364.37,666.47,16.62,39.44,72.14
UNIUSDT,spot,4,0.05,0.02114179,mediana_da_familia,7677.35,18218.48,33323.50,383.87,910.92,1666.17,41.55,98.60,180.35
UNIUSDT,spot,5,0.01,0.02114179,mediana_da_familia,4946.72,13339.46,28400.92,49.47,133.39,284.01,5.35,14.44,30.74
UNIUSDT,spot,5,0.02,0.02114179,mediana_da_familia,4946.72,13339.46,28400.92,98.93,266.79,568.02,10.71,28.88,61.48
UNIUSDT,spot,5,0.05,0.02114179,mediana_da_familia,4946.72,13339.46,28400.92,247.34,666.97,1420.05,26.77,72.19,153.71
UNIUSDT,spot,6,0.01,0.02114179,mediana_da_familia,5229.62,13430.01,25104.18,52.30,134.30,251.04,5.66,14.54,27.17
UNIUSDT,spot,6,0.02,0.02114179,mediana_da_familia,5229.62,13430.01,25104.18,104.59,268.60,502.08,11.32,29.07,54.35
UNIUSDT,spot,6,0.05,0.02114179,mediana_da_familia,5229.62,13430.01,25104.18,261.48,671.50,1255.21,28.30,72.68,135.87
UNIUSDT,spot,7,0.01,0.02114179,mediana_da_familia,5269.93,15219.87,38758.73,52.70,152.20,387.59,5.70,16.47,41.95
UNIUSDT,spot,7,0.02,0.02114179,mediana_da_familia,5269.93,15219.87,38758.73,105.40,304.40,775.17,11.41,32.95,83.91
UNIUSDT,spot,7,0.05,0.02114179,mediana_da_familia,5269.93,15219.87,38758.73,263.50,760.99,1937.94,28.52,82.37,209.77
UNIUSDT,spot,8,0.01,0.02114179,mediana_da_familia,5561.76,13792.75,25752.03,55.62,137.93,257.52,6.02,14.93,27.87
UNIUSDT,spot,8,0.02,0.02114179,mediana_da_familia,5561.76,13792.75,25752.03,111.24,275.86,515.04,12.04,29.86,55.75
UNIUSDT,spot,8,0.05,0.02114179,mediana_da_familia,5561.76,13792.75,25752.03,278.09,689.64,1287.60,30.10,74.65,139.37
UNIUSDT,spot,9,0.01,0.02114179,mediana_da_familia,6637.21,18698.75,52434.85,66.37,186.99,524.35,7.18,20.24,56.76
UNIUSDT,spot,9,0.02,0.02114179,mediana_da_familia,6637.21,18698.75,52434.85,132.74,373.97,1048.70,14.37,40.48,113.51
UNIUSDT,spot,9,0.05,0.02114179,mediana_da_familia,6637.21,18698.75,52434.85,331.86,934.94,2621.74,35.92,101.20,283.78
UNIUSDT,spot,10,0.01,0.02114179,mediana_da_familia,9647.06,22579.63,53406.03,96.47,225.80,534.06,10.44,24.44,57.81
UNIUSDT,spot,10,0.02,0.02114179,mediana_da_familia,9647.06,22579.63,53406.03,192.94,451.59,1068.12,20.88,48.88,115.62
UNIUSDT,spot,10,0.05,0.02114179,mediana_da_familia,9647.06,22579.63,53406.03,482.35,1128.98,2670.30,52.21,122.20,289.04
UNIUSDT,spot,11,0.01,0.02114179,mediana_da_familia,10225.07,24366.33,39840.40,102.25,243.66,398.40,11.07,26.37,43.12
UNIUSDT,spot,11,0.02,0.02114179,mediana_da_familia,10225.07,24366.33,39840.40,204.50,487.33,796.81,22.14,52.75,86.25
UNIUSDT,spot,11,0.05,0.02114179,mediana_da_familia,10225.07,24366.33,39840.40,511.25,1218.32,1992.02,55.34,131.87,215.62
UNIUSDT,spot,12,0.01,0.02114179,mediana_da_familia,10090.00,31885.14,64883.06,100.90,318.85,648.83,10.92,34.51,70.23
UNIUSDT,spot,12,0.02,0.02114179,mediana_da_familia,10090.00,31885.14,64883.06,201.80,637.70,1297.66,21.84,69.03,140.46
UNIUSDT,spot,12,0.05,0.02114179,mediana_da_familia,10090.00,31885.14,64883.06,504.50,1594.26,3244.15,54.61,172.57,351.15
UNIUSDT,spot,13,0.01,0.02114179,mediana_da_familia,8051.05,22341.87,40403.58,80.51,223.42,404.04,8.71,24.18,43.73
UNIUSDT,spot,13,0.02,0.02114179,mediana_da_familia,8051.05,22341.87,40403.58,161.02,446.84,808.07,17.43,48.37,87.47
UNIUSDT,spot,13,0.05,0.02114179,mediana_da_familia,8051.05,22341.87,40403.58,402.55,1117.09,2020.18,43.57,120.92,218.67
UNIUSDT,spot,14,0.01,0.02114179,mediana_da_familia,2567.82,11058.73,24259.93,25.68,110.59,242.60,2.78,11.97,26.26
UNIUSDT,spot,14,0.02,0.02114179,mediana_da_familia,2567.82,11058.73,24259.93,51.36,221.17,485.20,5.56,23.94,52.52
UNIUSDT,spot,14,0.05,0.02114179,mediana_da_familia,2567.82,11058.73,24259.93,128.39,552.94,1213.00,13.90,59.85,131.30
UNIUSDT,spot,15,0.01,0.02114179,mediana_da_familia,2206.40,6585.43,11801.22,22.06,65.85,118.01,2.39,7.13,12.77
UNIUSDT,spot,15,0.02,0.02114179,mediana_da_familia,2206.40,6585.43,11801.22,44.13,131.71,236.02,4.78,14.26,25.55
UNIUSDT,spot,15,0.05,0.02114179,mediana_da_familia,2206.40,6585.43,11801.22,110.32,329.27,590.06,11.94,35.64,63.87
UNIUSDT,spot,16,0.01,0.02114179,mediana_da_familia,2387.73,6527.46,13404.23,23.88,65.27,134.04,2.58,7.07,14.51
UNIUSDT,spot,16,0.02,0.02114179,mediana_da_familia,2387.73,6527.46,13404.23,47.75,130.55,268.08,5.17,14.13,29.02
UNIUSDT,spot,16,0.05,0.02114179,mediana_da_familia,2387.73,6527.46,13404.23,119.39,326.37,670.21,12.92,35.33,72.54
UNIUSDT,spot,17,0.01,0.02114179,mediana_da_familia,2829.53,7439.32,22268.79,28.30,74.39,222.69,3.06,8.05,24.10
UNIUSDT,spot,17,0.02,0.02114179,mediana_da_familia,2829.53,7439.32,22268.79,56.59,148.79,445.38,6.13,16.10,48.21
UNIUSDT,spot,17,0.05,0.02114179,mediana_da_familia,2829.53,7439.32,22268.79,141.48,371.97,1113.44,15.31,40.26,120.52
