tag,mint,set,entry_brt,hour_brt,day_brt,reason,hold_s,pnl_sol,pnl_pct,mfe,mae,mark300,mfe_to_exit,source,n_trades,age_s,progress_pct,buys_1m,sells_1m,snipers,unique_buyers_1m,net_sol_flow_1m,mcap_delta_60s,dev_share,creator_net_seller,holders_rising,progress_rising,participation_pct,real_sol,mcap_sol,creator_prior_mints_1h,symbol_dup_24h,gross_curve_sol,pf_fee_sol,creator_fee_sol,net_fee_sol,ata_rent_sol,exit_slip_sol
RIB,8iiSKN3nAV8CzsyoVzDfhPgnJrDhbroiBEgs6kCzpump,operator/5,2026-09-20T11:19:42-03:00,11,2026-09-20,creator_dump,16,-0.0049754210,-7.61,82.9,-4.8,38.2,10.2,photos,0,68,42.9922,30,18,3,28,0.872312511,1.4395472345,0,False,True,True,0.2271974839583541531901023762,14.31588387,60.070920091,0,0,-0.001790062,0.001180133,0.000372674,0.000118712,0.00151384,-0.000045
PHILINU,M9ms4NvCMxR8wbXCUJ4ctPnXtus3w3Yg4BFXDFFpump,operator/5,2026-09-20T11:22:37-03:00,11,2026-09-20,trailing,3,-0.0156302010,-21.84,154.8,-61.7,-61.7,-4.6,tape+photos,296,64,53.9704,74,36,9,62,17.992386911,45.7370196112,0,False,False,True,0.137783758606902298932855938,19.910016387,77.3845831751,0,0,-0.012453634,0.001195272,0.000377455,0.00009,0.00151384,-0.000088164
LVL,6rEsPMEWMvMoq5TNNWuzmEzvyEqamgzryWFHoLPypump,operator/5,2026-09-20T11:59:09-03:00,11,2026-09-20,target,43,0.0117824120,28.63,328.1,-6.2,328.1,-2.2,tape+photos,839,77,32.6183,36,3,9,30,7.497663382,16.6685440016,0,False,False,True,0.7983162229901734866077642027,9.530674964,48.5453327851,0,1,0.014545728,0.000881201,0.000278275,0.00009,0.00151384,0.003534638
Paidichi#1,5pCpwP3WFXHV1ckzSvp2ncHRrgWandGN7K2U7hQWpump,operator/5,2026-09-20T13:09:57-03:00,13,2026-09-20,target,25,0.0125411690,17.53,58.8,-4.6,42.8,17.6,tape+photos,126,61,53.8453,11,8,3,11,0.07192608,3.58821865,0,False,True,True,0.4483685461467008068518043524,19.833324461,77.1469470754,0,0,0.016074336,0.001466288,0.000463039,0.00009,0.00151384,-0.000041865
Paidichi#2,5pCpwP3WFXHV1ckzSvp2ncHRrgWandGN7K2U7hQWpump,operator/5,2026-09-20T13:12:57-03:00,13,2026-09-20,trailing,11,-0.0094416240,-13.48,4.4,-14.0,0.2,0.7,tape+photos,52,242,69.9679,14,5,3,14,2.773347422,10.4672191041,0,False,False,True,0.3880146281678894051359586633,32.132720301,119.9277704151,0,0,-0.007719723,0.001240244,0.000391657,0.00009,0,-0.000045
JEANLON,3JrMKp3LVp4aK4vUwUo1KSPyHgHAgMt48LGjNBoJpump,operator/6,2026-09-20T13:57:22-03:00,13,2026-09-20,trailing,4,-0.0061709970,-17.63,-4.6,-41.6,-41.6,-6.6,tape+photos,64,65,29.6787,24,3,0,21,8.137134388,17.4582738942,0.011653,False,True,True,0.7910950368194141759616931784,8.384652434,45.8805276354,0,0,-0.003788982,0.000591412,0.000186763,0.00009,0.00151384,-0.000321833
TRIO,EeCvG4XRqeoXMyeecB3LwaH36QxfFQZiBD18NcvMMtU7,operator/5,2026-09-20T14:50:03-03:00,14,2026-09-20,target,9,0.0141734030,19.82,94.2,-27.3,-27.3,-4.6,photos,0,187,34.4311,22,18,10,22,1.013510057,2.5020964722,0,False,False,True,0.5963912687232826802339239276,10.24118379,50.3060848384,0,1,0.017726002,0.001481057,0.000467702,0.00009,0.00151384,0.003030777
TELEGRPH,u9199Qym3CagBQSHxxFYnfgupozYrmMuLn7eJxnpump,operator/5,2026-09-20T15:45:36-03:00,15,2026-09-20,trailing,7,-0.0122582870,-17.13,0.0,-49.4,-9.1,0.0,tape+photos,44,133,41.5565,44,31,7,41,5.62374369,14.5668494971,0,False,True,True,0.1718145582953811042810859909,13.300173762,58.244953227,0,1,-0.009039037,0.001227711,0.000387699,0.00009,0.00151384,-0.000045
DVD#1,GTKcWsZLUCXjinzz6HDzNAMqqsYY3zpC2BJ4BWqgpump,operator/6,2026-09-20T16:46:27-03:00,16,2026-09-20,trailing,30,-0.0044020230,-7.63,275.5,-7.8,86.7,6.9,tape+photos,658,63,23.6748,13,3,2,11,5.378313587,11.2525433677,0,False,True,True,0.9659367599715704002502737729,6.363222601,41.0774761583,0,0,-0.001430506,0.001039434,0.000328243,0.00009,0.00151384,-0.000045
DVD#2,GTKcWsZLUCXjinzz6HDzNAMqqsYY3zpC2BJ4BWqgpump,operator/5,2026-09-20T16:47:46-03:00,16,2026-09-20,target,4,0.0204488440,29.65,196.4,-22.6,47.4,39.9,tape+photos,596,144,36.3287,32,17,2,30,1.936949898,4.8191267746,0,False,True,True,0.5976614967342051138123885304,11.012797387,52.2537914534,0,0,0.022522124,0.001507292,0.000475988,0.00009,0,-0.001534423
JUGS,DsivH1KBwtFbjixeSLN9GfjQrFtgJNoGABSbh6dbpump,operator/5,2026-09-20T17:49:25-03:00,17,2026-09-20,trailing,16,-0.0117431390,-16.41,-4.6,-51.4,-51.4,-4.6,photos,0,181,40.9098,37,16,0,36,8.543321886,21.6087892952,0.017417,False,True,True,0.243611517708555964389106663,13.003439944,57.4493893794,0,0,-0.008517368,0.001232667,0.000389264,0.00009,0.00151384,-0.000045
PNUT2,G4X4hrfteQEzboamYjhjPaJrbaGxG9Mh6ZsyaYRKpump,operator/6,2026-09-20T18:32:03-03:00,18,2026-09-20,trailing,29,-0.0105125720,-14.69,4.6,-20.9,-20.9,-4.6,photos,0,236,43.0179,27,8,1,26,5.077757212,13.0759883426,0.065862,False,True,True,0.6266517782177559991640522572,13.98592392,60.1044268156,1,0,-0.007271225,0.001244505,0.000393002,0.00009,0.00151384,-0.000111531
CLMB,51Jrfokkbkv2KtNLJmU3yXqrvn4TBLPJWEoDQTdSpump,operator/6,2026-09-20T20:23:21-03:00,20,2026-09-20,trailing,6,-0.0185603310,-25.94,107.4,-39.5,25.1,-4.5,tape+photos,767,230,49.0456,61,27,2,53,12.093183299,30.8160039229,0,False,True,True,0.1986223593729602037884247916,17.060076089,68.7993400837,0,0,-0.015420855,0.001167083,0.000368553,0.00009,0.00151384,0.001015621
PHIL67,2gwWKw748FD7pcHHnEecK7idLhy2CWpWBAG4J7EEpump,operator/6,2026-09-20T22:24:52-03:00,22,2026-09-20,target,123,0.0094937670,18.82,46.7,-8.1,46.7,18.9,tape+photos,139,242,49.2602,18,6,2,14,0.839677555,2.4393479772,0.020529,False,True,True,0.7914714133119517918977302303,17.177437112,69.1429192718,0,0,0.012460493,0.001035793,0.000327093,0.00009,0.00151384,-0.000045
Pickle,FXAFbuoCthxyE5MeHeCtCRCD8vMJveVf6hqUsL98pump,operator/6,2026-09-20T22:30:26-03:00,22,2026-09-20,target,11,0.0046768450,21.06,21.3,-29.6,-29.6,21.3,tape+photos,46,88,20.2996,22,4,1,20,3.815313789,8.6227994383,0,False,True,True,0.9987035086433546323249556263,5.295909055,38.7014972089,0,0,0.006876391,0.000452736,0.00014297,0.00009,0.00151384,-0.000045
VOVO,LDTcY1wshBUPo9vKQTvPTvwAa2nVmyBrXgLbFe6pump,operator/6,2026-09-20T23:13:11-03:00,23,2026-09-20,creator_dump,91,-0.0248003400,-34.66,9.1,-34.8,-34.8,9.1,tape+photos,29,70,23.3501,15,6,1,14,1.770786468,5.376372594,0.042405,False,True,True,0.9449964844807782236776989676,6.257730507,40.839484971,0,2,-0.021739851,0.001107053,0.000349596,0.00009,0.00151384,-0.000230101
RESERVED,e79cBSbyXH4Q297BYJLjuTnXer5g3BnwUGPgLjBpump,operator/5,2026-09-20T23:24:48-03:00,23,2026-09-20,target,76,0.0117776020,16.26,32.8,-9.9,25.2,18.5,tape+photos,769,124,50.4104,10,10,6,10,4.839676344,13.3365725741,0,False,True,True,0.511673736971196630575695792,17.934211299,71.0296120858,0,0,0.015322884,0.001475495,0.000465947,0.00009,0.00151384,-0.000045
Printer,3e6to4qrHByU19Sij9DVKPB4AQD5RuyhH2Sj2ESLpump,operator/5,2026-09-20T23:27:10-03:00,23,2026-09-20,trailing,146,-0.0110082280,-15.69,-4.6,-15.9,-6.2,-4.6,tape+photos,27,183,39.7184,28,3,3,28,7.650301829,19.1580869218,0,False,False,True,0.8357864175113997897338321466,12.467410042,56.0261234684,0,0,-0.007807662,0.001213511,0.000383215,0.00009,0.00151384,-0.000045
ROSCHELLE,BmL7z579WEB9We8cqPemxfVEJrEj3jCWMnsM3XNpump,operator/5,2026-09-21T00:17:23-03:00,0,2026-09-21,creator_dump,5,-0.0185405290,-25.91,-4.6,-37.4,-37.4,-4.6,tape+photos,45,63,28.1362,87,83,7,68,4.290934468,9.3196881299,0,False,True,True,0.09368006838266845647337225427,7.975940952,44.5691339688,0,0,-0.015400802,0.001167274,0.000368613,0.00009,0.00151384,-0.000045
PAWN,HBpC33o9ub2xURiewzJQmypfCQHWoiGwygxMDdgopump,operator/5,2026-09-21T02:16:51-03:00,2,2026-09-21,trailing,71,-0.0024982930,-3.49,68.3,-4.6,13.7,12.8,tape+photos,136,80,44.3281,22,5,7,20,11.503697042,27.9495458809,0,False,True,True,0.3103236577679377345681280374,14.619466586,61.8483006228,0,0,0.0008445,0.001321604,0.000417349,0.00009,0.00151384,-0.000045
BISCUIT,EoJE1nGoprtP151WY4BEwamXzgQcZaeVsWZG625Lpump,operator/5,2026-09-21T03:18:51-03:00,3,2026-09-21,creator_dump,11,-0.0070760750,-11.52,-4.9,-48.4,-48.4,-4.9,photos,0,62,36.6707,35,12,7,32,7.895941574,17.3104758865,0,False,True,True,0.3628061474499723674917328685,11.155010841,52.6168038537,1,1,-0.004045107,0.001084617,0.000342511,0.00009,0.00151384,-0.000045
TANK#1,6CALxK3pixXoEEfKs1qRPWMwvwVf1EQyf8hpAEhjpump,operator/6,2026-09-21T04:41:11-03:00,4,2026-09-21,trailing,28,-0.0031839450,-9.80,163.1,-12.5,159.1,4.7,tape+photos,947,77,21.6718,11,2,1,10,6.215987779,10.7548699641,0,False,True,True,0.8313164210441770784443503275,6.709814939,39.6418999372,0,1,-0.000826689,0.000572596,0.00018082,0.00009,0.00151384,-0.000045
TANK#2,6CALxK3pixXoEEfKs1qRPWMwvwVf1EQyf8hpAEhjpump,operator/6,2026-09-21T04:44:18-03:00,4,2026-09-21,target,19,0.0125059400,18.54,72.2,-4.6,59.1,19.0,tape+photos,615,262,57.5626,86,44,1,81,2.981994724,1.9865961795,0,False,True,True,0.2430576296642076921878766485,22.218252059,84.7023695836,0,1,0.014440644,0.001401974,0.00044273,0.00009,0,-0.000045
TANK#3,6CALxK3pixXoEEfKs1qRPWMwvwVf1EQyf8hpAEhjpump,operator/5,2026-09-21T04:44:48-03:00,4,2026-09-21,trailing,27,-0.0011337140,-1.62,103.1,-7.6,94.2,12.8,tape+photos,549,294,61.6949,85,40,1,81,6.524434058,20.9524650949,0,False,False,True,0.2933779695295925842777548979,25.17509352,94.4810968259,0,1,0.00069335,0.001320168,0.000416896,0.00009,0,-0.000045
Basket,3k8c97X2u7DrRYSzEF2goMZ2XttCwHaU7diRyj8nxkXV,operator/5,2026-09-21T04:55:52-03:00,4,2026-09-21,trailing,6,-0.0141422300,-19.76,-4.6,-55.5,-55.5,-4.6,tape+photos,20,65,42.7794,31,19,10,28,2.310883924,6.1332257113,0,False,False,True,0.1510096157289774634067958191,13.872545863,59.7949760246,0,1,-0.010946828,0.001209587,0.000381975,0.00009,0.00151384,-0.000045
LAUNCHPUMP,4Wq5Jx3EyRmoHNNstzX1aUuXsVyHNo8ySMKHVJT3CSoL,operator/6,2026-09-21T05:41:03-03:00,5,2026-09-21,trailing,119,-0.0125546810,-17.54,5.4,-17.4,-17.4,5.4,tape+photos,55,168,16.307,71,4,1,11,0.668212661,1.4023304407,0,False,True,True,0.5229742863618121970641328534,4.111541208,36.1477862942,0,0,-0.009339184,0.001224859,0.000386798,0.00009,0.00151384,-0.000337578
HOLLOWPAD,CA5oZdAsiz6Jhpe2nNm12w19KZAgQQschbXFarfVBonk,operator/5,2026-09-21T06:17:17-03:00,6,2026-09-21,trailing,10,-0.0122165770,-17.07,3.1,-27.5,-17.6,0.9,tape+photos,96,111,26.915,70,5,0,19,2.845488234,6.3694476028,0,False,True,True,0.6273891836049778044441523671,7.450396379,43.5704313538,0,0,-0.008996799,0.001228112,0.000387826,0.00009,0.00151384,-0.000353521
FLYJEV,BHiB8R9WhZSnWBQUZBQegBnidbNePBwTw7ZFFwopump,operator/5,2026-09-21T06:20:01-03:00,6,2026-09-21,target,51,0.0301204830,41.66,179.1,-4.7,162.3,41.7,tape+photos,277,121,44.981,17,8,6,17,3.245254756,8.7345474129,0,False,True,True,0.386880456771706784359433355,14.94204342,62.7457988646,0,1,0.033894851,0.001649601,0.000520927,0.00009,0.00151384,0.00349811
CALL,CEKj5iECJFtqzJbnf9fjdquRDHigpJvkHBVg8r4kpump,operator/6,2026-09-21T08:07:05-03:00,8,2026-09-21,trailing,55,-0.0175302090,-31.20,-4.2,-38.9,-38.9,-4.2,tape+photos,44,64,25.0129,18,2,2,18,1.651900429,3.6926304418,0,False,True,True,0.6381043320187238848401250558,6.804442718,42.0803666736,0,2,-0.014762046,0.000884885,0.000279438,0.00009,0.00151384,-0.000045
Crabbo,B41nUMKMLwwBYhfvp6Cw7HHt7LqKFk69bhkoj2JKRKCf,operator/6,2026-09-21T08:28:39-03:00,8,2026-09-21,creator_dump,113,-0.0085672750,-11.97,12.7,-38.3,-38.3,-3.9,tape+photos,29,83,27.3234,14,6,1,11,6.493279435,13.8561238116,0,False,True,True,0.5821628107342851991526543444,7.592044867,43.9006473075,0,0,-0.005301304,0.001263219,0.000398912,0.00009,0.00151384,-0.000045
GAMON,FJgoJeR99qwgLVQtk8sWkdyfm8zfxAEq7n5YDNpgpaid,operator/6,2026-09-21T09:28:29-03:00,9,2026-09-21,trailing,177,-0.0023222800,-3.25,24.0,-8.8,-2.9,24.0,tape+photos,36,73,27.8039,14,2,0,13,6.480048973,13.8982108383,0,False,True,True,0.9956952842627429422083158867,7.760088237,44.2940125253,0,0,0.001022742,0.001323298,0.000417884,0.00009,0.00151384,-0.000045
FOMO420,AEyCGS1GsN9vrDN7ahXLUB5KtSrLoVZwN9ZQuFnUpump,operator/5,2026-09-21T09:47:29-03:00,9,2026-09-21,trailing,6,-0.0047799230,-17.49,-8.0,-59.2,-46.2,-8.0,photos,0,164,46.9602,18,3,2,18,6.767501178,17.4154455181,0,False,False,True,0.7493249807604923636323324626,16.146574274,65.5891453263,0,0,-0.002571967,0.000459128,0.000144988,0.00009,0.00151384,0.000423386
WAVECOREE,26JpbpCf3wNtzd239JQqjun8pzqjYNrris87EeVGpump,operator/5,2026-09-21T10:10:47-03:00,10,2026-09-21,trailing,23,-0.0368884810,-51.16,9.3,-51.5,-51.5,9.3,tape+photos,110,66,38.3827,61,16,10,57,1.109493416,4.0347631345,0,False,True,True,0.5542757513216123300724958318,11.882077321,54.492339191,0,0,-0.033967329,0.001001156,0.000316156,0.00009,0.00151384,-0.000045
